source,siteid,Ecoregion
DEQ BURP,2007SBOIA124,NorthernRockies
DEQ BURP,2007SBOIA125,NorthernRockies
DEQ BURP,2007SBOIA126,NorthernRockies
DEQ BURP,2007SBOIA127,NorthernRockies
DEQ BURP,2007SBOIA128,NorthernRockies
DEQ BURP,2007SBOIA129,NorthernRockies
DEQ BURP,2007SBOIA130,NorthernRockies
DEQ BURP,2007SBOIA131,NorthernRockies
DEQ BURP,2007SBOIA132,NorthernRockies
DEQ BURP,2007SBOIA133,NorthernRockies
DEQ BURP,2007SBOIA134,NorthernRockies
DEQ BURP,2007SBOIA135,NorthernRockies
DEQ BURP,2007SBOIA136,NorthernRockies
DEQ BURP,2007SBOIA137,NorthernRockies
DEQ BURP,2007SBOIA138,NorthernRockies
DEQ BURP,2007SBOIA139,NorthernRockies
DEQ BURP,2007SBOIA140,NorthernXericBasin
DEQ BURP,2007SBOIA141,NorthernRockies
DEQ BURP,2007SBOIA142,NorthernRockies
DEQ BURP,2007SBOIA143,NorthernRockies
DEQ BURP,2007SBOIA144,NorthernRockies
DEQ BURP,2007SBOIA145,NorthernRockies
DEQ BURP,2007SBOIA146,NorthernRockies
DEQ BURP,2007SBOIA147,NorthernRockies
DEQ BURP,2007SBOIA148,NorthernRockies
DEQ BURP,2007SBOIA149,NorthernRockies
DEQ BURP,2007SBOIA150,NorthernRockies
DEQ BURP,2007SBOIA151,NorthernRockies
DEQ BURP,2007SBOIA152,NorthernRockies
DEQ BURP,2007SBOIA153,NorthernRockies
DEQ BURP,2007SBOIA154,NorthernRockies
DEQ BURP,2007SBOIA155,NorthernRockies
DEQ BURP,2007SBOIA156,NorthernRockies
DEQ BURP,2007SBOIA157,NorthernRockies
DEQ BURP,2007SBOIA158,NorthernRockies
DEQ BURP,2007SCDAA001,NorthernRockies
DEQ BURP,2007SCDAA002,NorthernRockies
DEQ BURP,2007SCDAA003,NorthernRockies
DEQ BURP,2007SCDAA004,NorthernRockies
DEQ BURP,2007SCDAA005,NorthernRockies
DEQ BURP,2007SCDAA006,NorthernRockies
DEQ BURP,2007SCDAA007,NorthernRockies
DEQ BURP,2007SCDAA008,NorthernRockies
DEQ BURP,2007SCDAA009,NorthernRockies
DEQ BURP,2007SCDAA010,NorthernRockies
DEQ BURP,2007SCDAA011,NorthernRockies
DEQ BURP,2007SCDAA012,NorthernRockies
DEQ BURP,2007SCDAA013,NorthernRockies
DEQ BURP,2007SCDAA014,NorthernRockies
DEQ BURP,2007SCDAA015,NorthernRockies
DEQ BURP,2007SCDAA016,NorthernRockies
DEQ BURP,2007SCDAA017,NorthernRockies
DEQ BURP,2007SCDAA018,NorthernRockies
DEQ BURP,2007SCDAA019,NorthernRockies
DEQ BURP,2007SCDAA020,NorthernRockies
DEQ BURP,2007SCDAA021,NorthernRockies
DEQ BURP,2007SCDAA022,NorthernRockies
DEQ BURP,2007SCDAA023,NorthernRockies
DEQ BURP,2007SCDAA024,NorthernRockies
DEQ BURP,2007SCDAA025,NorthernRockies
DEQ BURP,2007SCDAA026,NorthernRockies
DEQ BURP,2007SCDAA027,NorthernRockies
DEQ BURP,2007SCDAA028,NorthernXericBasin
DEQ BURP,2007SCDAA029,NorthernRockies
DEQ BURP,2007SCDAA030,NorthernRockies
DEQ BURP,2007SCDAA031,NorthernRockies
DEQ BURP,2007SCDAA032,NorthernRockies
DEQ BURP,2007SCDAA033,NorthernRockies
DEQ BURP,2007SCDAA034,NorthernRockies
DEQ BURP,2007SCDAA035,NorthernRockies
DEQ BURP,2007SCDAA036,NorthernRockies
DEQ BURP,2007SCDAA037,NorthernRockies
DEQ BURP,2007SCDAA038,NorthernRockies
DEQ BURP,2007SCDAA039,NorthernRockies
DEQ BURP,2007SCDAA040,NorthernRockies
DEQ BURP,2007SCDAA041,NorthernRockies
DEQ BURP,2007SCDAA042,NorthernRockies
DEQ BURP,2007SCDAA043,NorthernRockies
DEQ BURP,2007SCDAA044,NorthernRockies
DEQ BURP,2007SCDAA045,NorthernRockies
DEQ BURP,2007SCDAA046,NorthernRockies
DEQ BURP,2007SCDAA047,NorthernRockies
DEQ BURP,2007SCDAA048,NorthernRockies
DEQ BURP,2007SCDAA049,NorthernRockies
DEQ BURP,2007SCDAA050,NorthernRockies
DEQ BURP,2007SCDAA051,NorthernRockies
DEQ BURP,2007SCDAA052,NorthernRockies
DEQ BURP,2007SCDAA053,NorthernRockies
DEQ BURP,2007SCDAA054,NorthernRockies
DEQ BURP,2007SCDAA055,NorthernRockies
DEQ BURP,2007SCDAA056,NorthernRockies
DEQ BURP,2007SCDAA057,NorthernRockies
DEQ BURP,2007SCDAA058,NorthernRockies
DEQ BURP,2007SCDAA059,NorthernRockies
DEQ BURP,2007SCDAA060,NorthernRockies
DEQ BURP,2007SCDAA061,NorthernRockies
DEQ BURP,2007SIDFA001,NorthernXericBasin
DEQ BURP,2007SIDFA002,NorthernXericBasin
DEQ BURP,2007SIDFA003,NorthernRockies
DEQ BURP,2007SIDFA004,NorthernRockies
DEQ BURP,2007SIDFA005,NorthernRockies
DEQ BURP,2007SIDFA006,NorthernRockies
DEQ BURP,2007SIDFA007,NorthernRockies
DEQ BURP,2007SIDFA008,NorthernRockies
DEQ BURP,2007SIDFA009,NorthernRockies
DEQ BURP,2007SIDFA010,NorthernRockies
DEQ BURP,2007SIDFA011,NorthernRockies
DEQ BURP,2007SIDFA012,NorthernRockies
DEQ BURP,2007SIDFA013,NorthernRockies
DEQ BURP,2007SIDFA014,NorthernRockies
DEQ BURP,2007SIDFA015,NorthernRockies
DEQ BURP,2007SIDFA016,NorthernRockies
DEQ BURP,2007SIDFA017,NorthernRockies
DEQ BURP,2007SIDFA018,NorthernRockies
DEQ BURP,2007SIDFA019,NorthernRockies
DEQ BURP,2007SIDFA020,NorthernRockies
DEQ BURP,2007SIDFA021,NorthernRockies
DEQ BURP,2007SIDFA022,NorthernRockies
DEQ BURP,2007SIDFA023,NorthernRockies
DEQ BURP,2007SIDFA024,NorthernRockies
DEQ BURP,2007SIDFA025,NorthernRockies
DEQ BURP,2007SIDFA026,NorthernRockies
DEQ BURP,2007SIDFA027,NorthernRockies
DEQ BURP,2007SIDFA028,NorthernRockies
DEQ BURP,2007SIDFA029,NorthernRockies
DEQ BURP,2007SIDFA030,NorthernRockies
DEQ BURP,2007SIDFA031,NorthernRockies
DEQ BURP,2007SIDFA032,NorthernXericBasin
DEQ BURP,2007SIDFA033,NorthernRockies
DEQ BURP,2007SIDFA034,NorthernXericBasin
DEQ BURP,2007SIDFA035,NorthernXericBasin
DEQ BURP,2007SIDFA036,NorthernXericBasin
DEQ BURP,2007SIDFA037,NorthernXericBasin
DEQ BURP,2007SIDFA038,NorthernXericBasin
DEQ BURP,2007SIDFA039,NorthernXericBasin
DEQ BURP,2007SIDFA040,NorthernXericBasin
DEQ BURP,2007SIDFA040,NorthernXericBasin
DEQ BURP,2007SIDFA041,NorthernXericBasin
DEQ BURP,2007SIDFA042,NorthernRockies
DEQ BURP,2007SIDFA043,NorthernRockies
DEQ BURP,2007SIDFA044,NorthernRockies
DEQ BURP,2007SIDFA045,NorthernRockies
DEQ BURP,2007SIDFA046,NorthernRockies
DEQ BURP,2007SIDFA047,NorthernRockies
DEQ BURP,2007SIDFA048,NorthernXericBasin
DEQ BURP,2007SIDFA049,NorthernRockies
DEQ BURP,2007SIDFA050,NorthernRockies
DEQ BURP,2007SIDFA051,NorthernXericBasin
DEQ BURP,2007SIDFA052,NorthernXericBasin
DEQ BURP,2007SIDFA053,NorthernXericBasin
DEQ BURP,2007SIDFA054,NorthernRockies
DEQ BURP,2007SIDFA055,NorthernRockies
DEQ BURP,2007SIDFA056,NorthernXericBasin
DEQ BURP,2007SIDFA056,NorthernXericBasin
DEQ BURP,2007SIDFA057,NorthernRockies
DEQ BURP,2007SIDFA058,NorthernRockies
DEQ BURP,2007SIDFA059,NorthernRockies
DEQ BURP,2007SIDFA060,NorthernRockies
DEQ BURP,2007SIDFA061,NorthernRockies
DEQ BURP,2007SIDFA062,NorthernRockies
DEQ BURP,2007SIDFA063,NorthernRockies
DEQ BURP,2007SIDFA064,NorthernRockies
DEQ BURP,2007SIDFA065,NorthernRockies
DEQ BURP,2007SIDFA066,NorthernRockies
DEQ BURP,2007SIDFA067,NorthernRockies
DEQ BURP,2007SIDFA068,NorthernRockies
DEQ BURP,2007SIDFA069,NorthernRockies
DEQ BURP,2007SIDFA070,NorthernRockies
DEQ BURP,2007SIDFA071,NorthernRockies
DEQ BURP,2007SIDFA072,NorthernRockies
DEQ BURP,2007SIDFA073,NorthernRockies
DEQ BURP,2007SIDFA074,NorthernRockies
DEQ BURP,2007SIDFA075,NorthernRockies
DEQ BURP,2007SIDFA076,NorthernRockies
DEQ BURP,2007SIDFA077,NorthernRockies
DEQ BURP,2007SIDFA078,NorthernRockies
DEQ BURP,2007SIDFA079,NorthernRockies
DEQ BURP,2007SIDFA080,NorthernRockies
DEQ BURP,2007SIDFA081,NorthernRockies
DEQ BURP,2007SIDFA082,NorthernRockies
DEQ BURP,2007SIDFA083,NorthernRockies
DEQ BURP,2007SIDFA084,NorthernRockies
DEQ BURP,2007SIDFA085,NorthernRockies
DEQ BURP,2007SIDFA086,NorthernRockies
DEQ BURP,2007SIDFA087,NorthernRockies
DEQ BURP,2007SIDFA088,NorthernRockies
DEQ BURP,2007SIDFA089,NorthernRockies
DEQ BURP,2007SIDFA090,NorthernRockies
DEQ BURP,2007SIDFA091,NorthernRockies
DEQ BURP,2007SIDFA092,NorthernRockies
DEQ BURP,2007SIDFA093,NorthernRockies
DEQ BURP,2007SIDFA094,NorthernRockies
DEQ BURP,2007SIDFA095,NorthernRockies
DEQ BURP,2007SIDFA096,NorthernRockies
DEQ BURP,2007SIDFA097,NorthernRockies
DEQ BURP,2007SIDFA098,NorthernRockies
DEQ BURP,2007SIDFA099,NorthernRockies
DEQ BURP,2007SIDFA100,NorthernRockies
DEQ BURP,2007SIDFA101,NorthernRockies
DEQ BURP,2007SIDFA102,NorthernRockies
DEQ BURP,2007SIDFA103,NorthernRockies
DEQ BURP,2007SIDFA104,NorthernRockies
DEQ BURP,2007SIDFA105,NorthernRockies
DEQ BURP,2007SIDFA106,NorthernRockies
DEQ BURP,2007SIDFA107,NorthernRockies
DEQ BURP,2007SLEWA001,NorthernRockies
DEQ BURP,2007SLEWA002,NorthernRockies
DEQ BURP,2007SLEWA003,NorthernRockies
DEQ BURP,2007SLEWA004,NorthernRockies
DEQ BURP,2007SLEWA005,NorthernRockies
DEQ BURP,2007SLEWA006,NorthernRockies
DEQ BURP,2007SLEWA007,NorthernRockies
DEQ BURP,2007SLEWA008,NorthernRockies
DEQ BURP,2007SLEWA009,NorthernRockies
DEQ BURP,2007SLEWA010,NorthernRockies
DEQ BURP,2007SLEWA011,NorthernRockies
DEQ BURP,2007SLEWA012,NorthernRockies
DEQ BURP,2007SLEWA013,NorthernRockies
DEQ BURP,2007SLEWA014,NorthernRockies
DEQ BURP,2007SLEWA015,NorthernRockies
DEQ BURP,2007SLEWA016,NorthernRockies
DEQ BURP,2007SLEWA017,NorthernRockies
DEQ BURP,2007SLEWA018,NorthernRockies
DEQ BURP,2007SLEWA019,NorthernRockies
DEQ BURP,2007SLEWA020,NorthernRockies
DEQ BURP,2007SLEWA021,NorthernXericBasin
DEQ BURP,2007SLEWA022,NorthernRockies
DEQ BURP,2007SLEWA023,NorthernRockies
DEQ BURP,2007SLEWA024,NorthernRockies
DEQ BURP,2007SLEWA025,NorthernXericBasin
DEQ BURP,2007SLEWA026,NorthernRockies
DEQ BURP,2007SLEWA027,NorthernRockies
DEQ BURP,2007SLEWA028,NorthernXericBasin
DEQ BURP,2007SLEWA029,NorthernRockies
DEQ BURP,2007SLEWA030,NorthernRockies
DEQ BURP,2007SLEWA031,NorthernRockies
DEQ BURP,2007SLEWA032,NorthernRockies
DEQ BURP,2007SLEWA033,NorthernRockies
DEQ BURP,2007SLEWA034,NorthernRockies
DEQ BURP,2007SLEWA035,NorthernRockies
DEQ BURP,2007SLEWA036,NorthernRockies
DEQ BURP,2007SLEWA037,NorthernRockies
DEQ BURP,2007SLEWA038,NorthernRockies
DEQ BURP,2007SLEWA039,NorthernRockies
DEQ BURP,2007SLEWA040,NorthernRockies
DEQ BURP,2007SLEWA041,NorthernRockies
DEQ BURP,2007SLEWA042,NorthernRockies
DEQ BURP,2007SLEWA043,NorthernRockies
DEQ BURP,2007SLEWA044,NorthernRockies
DEQ BURP,2007SLEWA045,NorthernRockies
DEQ BURP,2007SLEWA046,NorthernRockies
DEQ BURP,2007SLEWA047,NorthernRockies
DEQ BURP,2007SLEWA048,NorthernRockies
DEQ BURP,2007SLEWA049,NorthernRockies
DEQ BURP,2007SLEWA050,NorthernRockies
DEQ BURP,2007SLEWA051,NorthernRockies
DEQ BURP,2007SLEWA052,NorthernRockies
DEQ BURP,2007SLEWA053,NorthernRockies
DEQ BURP,2007SLEWA054,NorthernRockies
DEQ BURP,2007SLEWA055,NorthernRockies
DEQ BURP,2007SLEWA056,NorthernRockies
DEQ BURP,2007SLEWA057,NorthernRockies
DEQ BURP,2007SLEWA058,NorthernXericBasin
DEQ BURP,2007SLEWA059,NorthernRockies
DEQ BURP,2007SLEWA060,NorthernRockies
DEQ BURP,2007SLEWA061,NorthernRockies
DEQ BURP,2007SLEWA062,NorthernRockies
DEQ BURP,2007SLEWA063,NorthernRockies
DEQ BURP,2007SLEWA064,NorthernRockies
DEQ BURP,2007SLEWA065,NorthernRockies
DEQ BURP,2007SLEWA066,NorthernRockies
DEQ BURP,2007SLEWA071,NorthernXericBasin
DEQ BURP,2007SPOCB001,NorthernRockies
DEQ BURP,2007SPOCB002,NorthernRockies
DEQ BURP,2007SPOCB003,NorthernXericBasin
DEQ BURP,2007SPOCB004,NorthernXericBasin
DEQ BURP,2007SPOCB005,NorthernXericBasin
DEQ BURP,2007SPOCB006,NorthernXericBasin
DEQ BURP,2007SPOCB007,NorthernXericBasin
DEQ BURP,2007SPOCB008,NorthernXericBasin
DEQ BURP,2007SPOCB009,NorthernXericBasin
DEQ BURP,2007SPOCB010,NorthernXericBasin
DEQ BURP,2007SPOCB011,NorthernXericBasin
DEQ BURP,2007SPOCB012,NorthernXericBasin
DEQ BURP,2007SPOCB013,NorthernXericBasin
DEQ BURP,2007SPOCB014,SouthernXericBasin
DEQ BURP,2007SPOCB015,NorthernXericBasin
DEQ BURP,2007SPOCB016,NorthernXericBasin
DEQ BURP,2007SPOCB017,NorthernXericBasin
DEQ BURP,2007SPOCB018,NorthernRockies
DEQ BURP,2007SPOCB019,NorthernXericBasin
DEQ BURP,2007SPOCB020,EasternXericBasin
DEQ BURP,2007SPOCB021,SouthernXericBasin
DEQ BURP,2007SPOCB022,NorthernXericBasin
DEQ BURP,2007SPOCB023,NorthernXericBasin
DEQ BURP,2007SPOCB024,NorthernRockies
DEQ BURP,2007SPOCB026,NorthernXericBasin
DEQ BURP,2007SPOCB027,NorthernXericBasin
DEQ BURP,2007SPOCB028,NorthernXericBasin
DEQ BURP,2007SPOCB029,NorthernXericBasin
DEQ BURP,2007SPOCB030,NorthernXericBasin
DEQ BURP,2007SPOCB031,NorthernXericBasin
DEQ BURP,2007SPOCB032,EasternXericBasin
DEQ BURP,2007SPOCB033,SouthernRockies
DEQ BURP,2007SPOCB034,SouthernRockies
DEQ BURP,2007SPOCB035,NorthernXericBasin
DEQ BURP,2007SPOCB036,NorthernXericBasin
DEQ BURP,2007SPOCB037,NorthernXericBasin
DEQ BURP,2007SPOCB038,NorthernXericBasin
DEQ BURP,2007SPOCB039,NorthernXericBasin
DEQ BURP,2007SPOCB040,NorthernXericBasin
DEQ BURP,2007SPOCB041,NorthernXericBasin
DEQ BURP,2007SPOCB042,NorthernXericBasin
DEQ BURP,2007SPOCB043,NorthernXericBasin
DEQ BURP,2007SPOCB044,NorthernXericBasin
DEQ BURP,2007SPOCB045,NorthernRockies
DEQ BURP,2007SPOCB046,NorthernXericBasin
DEQ BURP,2007SPOCB047,NorthernXericBasin
DEQ BURP,2007SPOCB048,NorthernXericBasin
DEQ BURP,2007SPOCB049,NorthernXericBasin
DEQ BURP,2007SPOCB050,NorthernRockies
DEQ BURP,2007SPOCB051,NorthernRockies
DEQ BURP,2007SPOCB052,NorthernRockies
DEQ BURP,2007SPOCB053,NorthernRockies
DEQ BURP,2007SPOCB054,NorthernRockies
DEQ BURP,2007SPOCB055,NorthernRockies
DEQ BURP,2007SPOCB056,NorthernXericBasin
DEQ BURP,2007SPOCB057,NorthernXericBasin
DEQ BURP,2007SPOCB058,SouthernXericBasin
DEQ BURP,2007SPOCB059,NorthernXericBasin
DEQ BURP,2007SPOCB060,NorthernXericBasin
DEQ BURP,2007SPOCB061,SouthernXericBasin
DEQ BURP,2007SPOCB062,NorthernXericBasin
DEQ BURP,2007SPOCB063,NorthernRockies
DEQ BURP,2007SPOCB064,NorthernXericBasin
DEQ BURP,2007SPOCB065,NorthernXericBasin
DEQ BURP,2007SPOCB066,NorthernRockies
DEQ BURP,2007SPOCB067,NorthernXericBasin
DEQ BURP,2007SPOCB068,SouthernRockies
DEQ BURP,2007SPOCB069,SouthernRockies
DEQ BURP,2007SPOCB070,SouthernRockies
DEQ BURP,2007SPOCB071,SouthernRockies
DEQ BURP,2007SPOCB072,SouthernRockies
DEQ BURP,2007SPOCB073,NorthernRockies
DEQ BURP,2007SPOCB074,NorthernXericBasin
DEQ BURP,2007SPOCB075,NorthernXericBasin
DEQ BURP,2007SPOCB076,NorthernRockies
DEQ BURP,2007SPOCB077,NorthernXericBasin
DEQ BURP,2007SPOCB078,NorthernXericBasin
DEQ BURP,2007SPOCB079,NorthernXericBasin
DEQ BURP,2007SPOCB080,NorthernXericBasin
DEQ BURP,2007SPOCB081,EasternXericBasin
DEQ BURP,2007SPOCB082,NorthernXericBasin
DEQ BURP,2007SPOCB083,NorthernRockies
DEQ BURP,2007SPOCB084,NorthernXericBasin
DEQ BURP,2007SPOCB085,NorthernXericBasin
DEQ BURP,2007SPOCB086,NorthernXericBasin
DEQ BURP,2007SPOCB087,NorthernRockies
DEQ BURP,2007SPOCB088,NorthernRockies
DEQ BURP,2007STWFA001,NorthernXericBasin
DEQ BURP,2007STWFA002,NorthernXericBasin
DEQ BURP,2007STWFA003,NorthernXericBasin
DEQ BURP,2007STWFA004,NorthernRockies
DEQ BURP,2007STWFA005,NorthernRockies
DEQ BURP,2007STWFA006,NorthernRockies
DEQ BURP,2007STWFA007,NorthernXericBasin
DEQ BURP,2007STWFA008,NorthernXericBasin
DEQ BURP,2007STWFA009,NorthernXericBasin
DEQ BURP,2007STWFA010,NorthernXericBasin
DEQ BURP,2007STWFA011,NorthernXericBasin
DEQ BURP,2007STWFA012,NorthernXericBasin
DEQ BURP,2007STWFA013,NorthernXericBasin
DEQ BURP,2007STWFA014,NorthernXericBasin
DEQ BURP,2007STWFA015,NorthernXericBasin
DEQ BURP,2007STWFA016,NorthernXericBasin
DEQ BURP,2007STWFA017,NorthernXericBasin
DEQ BURP,2007STWFA018,NorthernXericBasin
DEQ BURP,2007STWFA019,NorthernXericBasin
DEQ BURP,2007STWFA020,NorthernXericBasin
DEQ BURP,2007STWFA021,NorthernXericBasin
DEQ BURP,2007STWFA022,NorthernXericBasin
DEQ BURP,2007STWFA023,NorthernRockies
DEQ BURP,2007STWFA024,NorthernRockies
DEQ BURP,2007STWFA025,NorthernRockies
DEQ BURP,2007STWFA026,NorthernRockies
DEQ BURP,2007STWFA027,NorthernXericBasin
DEQ BURP,2007STWFA028,NorthernXericBasin
DEQ BURP,2007STWFA029,NorthernRockies
DEQ BURP,2007STWFA030,NorthernRockies
DEQ BURP,2007STWFA031,NorthernRockies
DEQ BURP,2007STWFA032,NorthernRockies
DEQ BURP,2007STWFA033,NorthernRockies
DEQ BURP,2007STWFA034,NorthernRockies
DEQ BURP,2007STWFA035,NorthernRockies
DEQ BURP,2007STWFA036,NorthernRockies
DEQ BURP,2007STWFA037,NorthernRockies
DEQ BURP,2007STWFA038,NorthernRockies
DEQ BURP,2007STWFA039,NorthernRockies
DEQ BURP,2007STWFA040,NorthernRockies
DEQ BURP,2007STWFA041,NorthernRockies
DEQ BURP,2007STWFA042,NorthernRockies
DEQ BURP,2007STWFA043,NorthernXericBasin
DEQ BURP,2007STWFA044,NorthernXericBasin
DEQ BURP,2007STWFA045,NorthernXericBasin
DEQ BURP,2007STWFA046,NorthernXericBasin
DEQ BURP,2007STWFA047,NorthernXericBasin
DEQ BURP,2007STWFA048,NorthernXericBasin
DEQ BURP,2007STWFA049,NorthernXericBasin
DEQ BURP,2007STWFA050,NorthernRockies
DEQ BURP,2007STWFA051,NorthernRockies
DEQ BURP,2007STWFA052,NorthernRockies
DEQ BURP,2007STWFA053,NorthernXericBasin
DEQ BURP,2007STWFA054,NorthernXericBasin
DEQ BURP,2007STWFA055,NorthernXericBasin
DEQ BURP,2007STWFA056,NorthernXericBasin
DEQ BURP,2007STWFA057,NorthernXericBasin
DEQ BURP,2007STWFA058,NorthernXericBasin
DEQ BURP,2007STWFA059,NorthernRockies
DEQ BURP,2007STWFA060,NorthernRockies
DEQ BURP,2007STWFA061,NorthernRockies
DEQ BURP,2007STWFA062,NorthernRockies
DEQ BURP,2007STWFA063,NorthernRockies
DEQ BURP,2007STWFA064,NorthernRockies
DEQ BURP,2007STWFA065,NorthernXericBasin
DEQ BURP,2007STWFA066,NorthernXericBasin
DEQ BURP,2007STWFA067,NorthernXericBasin
DEQ BURP,2007STWFA068,NorthernXericBasin
DEQ BURP,2007STWFA069,NorthernXericBasin
DEQ BURP,2007STWFA070,NorthernXericBasin
DEQ BURP,2007STWFA071,NorthernXericBasin
DEQ BURP,2007STWFA072,NorthernRockies
DEQ BURP,2007STWFA073,NorthernRockies
DEQ BURP,2007STWFA074,NorthernRockies
DEQ BURP,2007STWFA075,NorthernXericBasin
DEQ BURP,2007STWFA076,NorthernXericBasin
DEQ BURP,2007STWFA077,NorthernXericBasin
DEQ BURP,2007STWFA078,NorthernXericBasin
DEQ BURP,2007STWFA079,NorthernXericBasin
DEQ BURP,2007STWFA080,NorthernXericBasin
DEQ BURP,2007STWFA081,NorthernXericBasin
DEQ BURP,2007STWFA082,NorthernRockies
DEQ BURP,2007STWFA083,NorthernRockies
DEQ BURP,2007STWFA084,NorthernRockies
DEQ BURP,2007STWFA085,NorthernRockies
DEQ BURP,2007STWFA086,NorthernXericBasin
DEQ BURP,2007STWFA087,NorthernXericBasin
DEQ BURP,2007STWFA088,NorthernXericBasin
DEQ BURP,2007STWFA088,NorthernXericBasin
DEQ BURP,2007STWFA089,NorthernXericBasin
DEQ BURP,2007STWFA090,NorthernXericBasin
DEQ BURP,2007STWFA091,NorthernXericBasin
DEQ BURP,2007STWFA092,NorthernXericBasin
DEQ BURP,2007STWFA093,NorthernXericBasin
DEQ BURP,2007STWFA094,NorthernRockies
DEQ BURP,2007STWFA095,NorthernRockies
DEQ BURP,2007STWFA096,NorthernRockies
DEQ BURP,2007STWFA097,NorthernXericBasin
DEQ BURP,2007STWFA098,NorthernRockies
DEQ BURP,2007STWFA099,NorthernRockies
DEQ BURP,2007STWFA100,NorthernXericBasin
DEQ BURP,2007STWFA101,NorthernRockies
DEQ BURP,2007STWFA102,NorthernXericBasin
DEQ BURP,2007STWFA103,NorthernXericBasin
DEQ BURP,2007STWFA104,NorthernRockies
DEQ BURP,2007STWFA105,NorthernRockies
DEQ BURP,2007STWFA106,NorthernRockies
DEQ BURP,2007STWFA107,NorthernXericBasin
DEQ BURP,2007STWFA108,NorthernRockies
DEQ BURP,2007STWFA109,NorthernRockies
DEQ BURP,2007STWFA110,NorthernRockies
DEQ BURP,2007STWFA111,NorthernXericBasin
DEQ BURP,2007STWFA113,NorthernXericBasin
DEQ BURP,2007STWFA114,NorthernXericBasin
DEQ BURP,2007STWFA115,NorthernXericBasin
DEQ BURP,2007STWFA116,NorthernRockies
DEQ BURP,2007STWFA117,NorthernRockies
DEQ BURP,2007STWFA118,NorthernXericBasin
DEQ BURP,2007STWFA119,NorthernXericBasin
DEQ BURP,2007STWFA120,NorthernXericBasin
DEQ BURP,2007STWFA120,NorthernXericBasin
DEQ BURP,2007STWFA120,NorthernXericBasin
DEQ BURP,2007STWFA120,NorthernXericBasin
DEQ BURP,2007STWFA121,NorthernXericBasin
DEQ BURP,2007STWFA121,NorthernXericBasin
DEQ BURP,2007STWFA121,NorthernXericBasin
DEQ BURP,2007STWFA121,NorthernXericBasin
DEQ BURP,2007STWFA122,NorthernXericBasin
DEQ BURP,2007STWFA123,NorthernXericBasin
DEQ BURP,2007STWFA124,NorthernXericBasin
DEQ BURP,2007STWFA125,NorthernXericBasin
DEQ BURP,2007STWFA126,NorthernXericBasin
DEQ BURP,2007STWFA127,NorthernXericBasin
DEQ BURP,2007STWFA128,NorthernXericBasin
DEQ BURP,2007STWFA129,NorthernXericBasin
DEQ BURP,2007STWFA130,NorthernXericBasin
DEQ BURP,2008SBOIA001,NorthernRockies
DEQ BURP,2008SBOIA002,NorthernRockies
DEQ BURP,2008SBOIA003,NorthernRockies
DEQ BURP,2008SBOIA004,NorthernRockies
DEQ BURP,2008SBOIA005,NorthernRockies
DEQ BURP,2008SBOIA006,NorthernRockies
DEQ BURP,2008SBOIA007,NorthernRockies
DEQ BURP,2008SBOIA008,NorthernRockies
DEQ BURP,2008SBOIA009,NorthernRockies
DEQ BURP,2008SBOIA010,NorthernRockies
DEQ BURP,2008SBOIA011,NorthernXericBasin
DEQ BURP,2008SBOIA012,NorthernXericBasin
DEQ BURP,2008SBOIA013,NorthernXericBasin
DEQ BURP,2008SBOIA014,NorthernXericBasin
DEQ BURP,2008SBOIA015,NorthernXericBasin
DEQ BURP,2008SBOIA016,NorthernXericBasin
DEQ BURP,2008SBOIA017,NorthernXericBasin
DEQ BURP,2008SBOIA018,NorthernXericBasin
DEQ BURP,2008SBOIA019,NorthernXericBasin
DEQ BURP,2008SBOIA020,NorthernXericBasin
DEQ BURP,2008SBOIA021,NorthernXericBasin
DEQ BURP,2008SBOIA022,NorthernXericBasin
DEQ BURP,2008SBOIA023,NorthernRockies
DEQ BURP,2008SBOIA024,NorthernRockies
DEQ BURP,2008SBOIA025,NorthernRockies
DEQ BURP,2008SBOIA026,NorthernRockies
DEQ BURP,2008SBOIA027,NorthernRockies
DEQ BURP,2008SBOIA028,NorthernRockies
DEQ BURP,2008SBOIA029,NorthernRockies
DEQ BURP,2008SBOIA030,NorthernRockies
DEQ BURP,2008SBOIA031,NorthernRockies
DEQ BURP,2008SBOIA032,NorthernRockies
DEQ BURP,2008SBOIA033,NorthernRockies
DEQ BURP,2008SBOIA034,NorthernRockies
DEQ BURP,2008SBOIA035,NorthernRockies
DEQ BURP,2008SBOIA036,NorthernRockies
DEQ BURP,2008SBOIA037,NorthernRockies
DEQ BURP,2008SBOIA038,NorthernRockies
DEQ BURP,2008SBOIA039,NorthernRockies
DEQ BURP,2008SBOIA040,NorthernRockies
DEQ BURP,2008SBOIA041,NorthernRockies
DEQ BURP,2008SBOIA042,NorthernRockies
DEQ BURP,2008SBOIA043,NorthernRockies
DEQ BURP,2008SBOIA044,NorthernRockies
DEQ BURP,2008SBOIA045,NorthernRockies
DEQ BURP,2008SBOIA046,NorthernRockies
DEQ BURP,2008SBOIA047,NorthernRockies
DEQ BURP,2008SBOIA048,NorthernRockies
DEQ BURP,2008SBOIA049,NorthernRockies
DEQ BURP,2008SBOIA050,NorthernRockies
DEQ BURP,2008SBOIA051,NorthernRockies
DEQ BURP,2008SBOIA052,NorthernRockies
DEQ BURP,2008SBOIA053,NorthernRockies
DEQ BURP,2008SBOIA054,NorthernRockies
DEQ BURP,2008SBOIA055,NorthernRockies
