BURPID,STREAM,HUC4CODE,HUC4NAME,BASIN,WBSEGMENT,Dominant Habitat Type,Instream Cover Score,Instream Cover Scale,Embeddedness (Riffles) Score,Embeddedness (Riffles) Scale,Channel Shape Score,Channel Shape Scale,Disruptive Pressures Score,Disruptive Pressures Scale,Zone Of Influence Score,Zone Of Influence Scale,Pool Substrate Characteristic Score,Pool Substrate Characteristic Scale,Pool Variability Score,Pool Variability Scale,Silt/Sand (? 2.5 mm) - Wet Fines/Wet Total %,Silt/Sand (? 2.5 mm) - Dry Fines/Dry Total %,Silt/Sand (? 2.5 mm) - All Fines/All Total Total %,Silt/Sand/VFP (? 6 mm) - Wet Fines/Wet Total %,Silt/Sand/VFP (? 6 mm) - Dry Fines/Dry Total %,Silt/Sand/VFP (? 6 mm) - All Fines/All Total %
2005SLEWA001,Peasley Creek,17060305,South Fork Clearwater,Clearwater,ID17060305CL078_02,Riffle/Run,18,0 to 20,12,0 to 20,6,0 to 15,10,0 to 10,8,0 to 10,0,0 to 20,0,0 to 20,12.9,53.85,25,17.74,53.85,28.41
2005SLEWA002,Winter Creek,17060306,Clearwater,Clearwater,ID17060306CL037_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA003,Grasshopper Creek,17060306,Clearwater,Clearwater,ID17060306CL036_03,Glide/Pool,2,0 to 20,0,0 to 20,8,0 to 15,3,0 to 10,3,0 to 10,13,0 to 20,13,0 to 20,100,100,100,100,100,100
2005SLEWA004,Wilson Creek,17060306,Clearwater,Clearwater,ID17060306CL035_02,Glide/Pool,3,0 to 20,0,0 to 20,7,0 to 15,7,0 to 10,7,0 to 10,12,0 to 20,10,0 to 20,98.98,100,99.44,100,100,100
2005SLEWA005,Heywood Creek,17060306,Clearwater,Clearwater,ID17060306CL035_02,Glide/Pool,5,0 to 20,0,0 to 20,9,0 to 15,3,0 to 10,3,0 to 10,11,0 to 20,14,0 to 20,100,100,100,100,100,100
2005SLEWA006,Jim Ford Creek,17060306,Clearwater,Clearwater,ID17060306CL035_03,Glide/Pool,2,0 to 20,0,0 to 20,7,0 to 15,1,0 to 10,1,0 to 10,12,0 to 20,11,0 to 20,47.68,98.63,64.29,52.32,98.63,67.41
2005SLEWA007,Quartz Creek,17060306,Clearwater,Clearwater,ID17060306CL039_02,Riffle/Run,4,0 to 20,10,0 to 20,6,0 to 15,7,0 to 10,5,0 to 10,0,0 to 20,0,0 to 20,41.54,97.96,56.98,58.46,97.96,69.27
2005SLEWA008,North Fork White Bird Creek,17060209,Lower Salmon,Salmon,ID17060209SL055_03,Riffle/Run,18,0 to 20,18,0 to 20,3,0 to 15,8,0 to 10,8,0 to 10,0,0 to 20,0,0 to 20,8.33,13.74,11.03,9.85,15.27,12.55
2005SLEWA009,Crumarine Creek,17060108,Palouse,Clearwater,ID17060108CL003_02,Riffle/Run,14,0 to 20,11,0 to 20,7,0 to 15,6,0 to 10,6,0 to 10,0,0 to 20,0,0 to 20,60.2,98.61,76.47,81.63,100,89.41
2005SLEWA010,Spring Valley Creek,17060306,Clearwater,Clearwater,ID17060306CL060_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA011,Schwartz Creek,17060306,Clearwater,Clearwater,ID17060306CL057_02,Riffle/Run,6,0 to 20,15,0 to 20,5,0 to 15,7,0 to 10,8,0 to 10,0,0 to 20,0,0 to 20,53,97.53,72.93,72,100,84.53
2005SLEWA012,Big Creek,17060207,Middle Salmon-Chamberlain,Salmon,ID17060207SL069_03,Riffle/Run,18,0 to 20,18,0 to 20,6,0 to 15,9,0 to 10,8,0 to 10,0,0 to 20,0,0 to 20,26.97,90.91,36.97,35.39,90.91,44.08
2005SLEWA013,American River,17060305,South Fork Clearwater,Clearwater,ID17060305CL055_03,Riffle/Run,14,0 to 20,11,0 to 20,11,0 to 15,2,0 to 10,7,0 to 10,0,0 to 20,0,0 to 20,19.01,100,38.17,26.06,100,43.55
2005SLEWA014,Big Mallard Creek,17060207,Middle Salmon-Chamberlain,Salmon,ID17060207SL061_03,Riffle/Run,17,0 to 20,18,0 to 20,8,0 to 15,9,0 to 10,10,0 to 10,0,0 to 20,0,0 to 20,24.32,100,42.39,30.27,100,46.91
2005SLEWA015,Glover Creek,17060308,Lower North Fork Clearwater,Clearwater,ID17060308CL022_03,Riffle/Run,18,0 to 20,17,0 to 20,3,0 to 15,9,0 to 10,8,0 to 10,0,0 to 20,0,0 to 20,15.04,50,28.37,16.54,50,29.3
2005SLEWA016,Weir Creek,17060303,Lochsa,Clearwater,ID17060303CL049_03,Riffle/Run,17,0 to 20,15,0 to 20,5,0 to 15,8,0 to 10,7,0 to 10,0,0 to 20,0,0 to 20,9.76,27.08,16.15,20.12,35.42,25.77
2005SLEWA017,Robin Creek,17060303,Lochsa,Clearwater,ID17060303CL020_02,Riffle/Run,18,0 to 20,19,0 to 20,7,0 to 15,9,0 to 10,10,0 to 10,0,0 to 20,0,0 to 20,6.25,32.05,13.29,9.62,32.05,15.73
2005SLEWA018,Deadman Creek,17060303,Lochsa,Clearwater,ID17060303CL059_03,Riffle/Run,17,0 to 20,16,0 to 20,2,0 to 15,9,0 to 10,9,0 to 10,0,0 to 20,0,0 to 20,14.39,30.77,19.8,25.76,38.46,29.95
2005SLEWA019,UNT to Bear Creek,17060308,Lower North Fork Clearwater,Clearwater,ID17060308CL004_02,Riffle/Run,10,0 to 20,10,0 to 20,8,0 to 15,8,0 to 10,3,0 to 10,0,0 to 20,0,0 to 20,34.15,72.15,49.01,47.97,83.54,61.88
2005SLEWA020,Meadow Creek,17060302,Lower Selway,Clearwater,ID17060302CL016_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA021,Bedbug Creek,17060306,Clearwater,Clearwater,ID17060306CL046_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA022,North Fork Clearwater River,17060307,Upper North Fork Clearwater,Clearwater,ID17060307CL002_05,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA023,Six Mile Canyon Creek,17060306,Clearwater,Clearwater,ID17060306CL016_02T,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA024,Sands Creek,17060209,Lower Salmon,Salmon,ID17060209SL021_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA025,Whimstick Creek,17060207,Middle Salmon-Chamberlain,Salmon,ID17060207SL031_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA026,North Fork Pine Creek,17060109,Rock,Clearwater,ID17060109CL002_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA027,UNT to Bowl Creek,17060303,Lochsa,Clearwater,ID17060303CL054_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA028,Nethker Creek,17060208,South Fork Salmon,Salmon,ID17060208SL006_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA029,UNT to Butterfield Creek,17060308,Lower North Fork Clearwater,Clearwater,ID17060308CL034_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA030,Lochsa River,17060303,Lochsa,Clearwater,ID17060303CL013_05,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA031,Rock Creek,17060306,Clearwater,Clearwater,ID17060306CL011_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA032,Split Creek,17060303,Lochsa,Clearwater,ID17060303CL006_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA033,Rock Creek,17060209,Lower Salmon,Salmon,ID17060209SL057_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA034,Selway River,17060301,Upper Selway,Clearwater,ID17060301CL022_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA035,Porphyry Creek,17060208,South Fork Salmon,Salmon,ID17060208SL035_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA036,Slate Creek,17060209,Lower Salmon,Salmon,ID17060209SL034_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SLEWA037,Peasley Creek,17060305,South Fork Clearwater,Clearwater,ID17060305CL078_02,Riffle/Run,17,0 to 20,12,0 to 20,5,0 to 15,7,0 to 10,6,0 to 10,0,0 to 20,0,0 to 20,27.65,38.57,30.83,35.29,38.57,36.25
2005SLEWA038,Rice Creek,17060209,Lower Salmon,Salmon,ID17060209SL007_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA001,UNT to Sand Wash Creek,17040105,Salt,Upper Snake,ID17040105SK008_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA002,Samaria Creek,16010204,Lower Bear-Malad,Bear River,ID16010204BR013_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA003,UNT to Dairy Creek,16010204,Lower Bear-Malad,Bear River,ID16010204BR011_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA004,UNT to Morgan Jones Canyon,16010204,Lower Bear-Malad,Bear River,ID16010204BR008_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA006,UNT to Bear River,16010202,Middle Bear,Bear River,ID16010202BR009_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA007,UNT to Samaria Creek,16010204,Lower Bear-Malad,Bear River,ID16010204BR013_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA008,Unnamed Stream,17040209,Lake Walcott,Upper Snake,ID17040206SK026_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA009,Meadow Creek,17040207,Blackfoot,Upper Snake,ID17040207SK025_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA010,UNT to Turner Canal,16010202,Middle Bear,Bear River,ID16010202BR009_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA011,UNT to Hay Creek,16020309,Curlew Valley,Bear River,ID16020309BR001_03b,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA012,Kents Canyon,16010204,Lower Bear-Malad,Bear River,ID16010204BR008_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA013,South Fork Ross Fork,17040208,Portneuf,Upper Snake,ID17040206SK017_03T,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA014,North Fork Reed Canyon,17040208,Portneuf,Upper Snake,ID17040208SK016_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA015,Lincoln Creek,17040207,Blackfoot,Upper Snake,ID17040207SK002_04T,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA016,Eighteenmile Creek,17040208,Portneuf,Upper Snake,ID17040208SK018_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA017,Bear River,16010102,Central Bear,Bear River,ID16010102BR001_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA018,Unnamed Stream,17040206,American Falls,Upper Snake,ID17040206SK022_02a,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA019,Clifton Creek,17040206,American Falls,Upper Snake,ID17040206SK011_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA020,Paris Canyon,16010201,Bear Lake,Bear River,ID16010201BR013_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA021,UNT to Bear River,16010102,Central Bear,Bear River,ID16010102BR003_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA022,West Fork Mink Creek,17040208,Portneuf,Upper Snake,ID17040208SK004_02b,Riffle/Run,12,0 to 20,3,0 to 20,8,0 to 15,7,0 to 10,8,0 to 10,0,0 to 20,0,0 to 20,12.07,68.75,32.22,14.66,70.31,34.44
2005SPOCA023,Angus Creek,17040207,Blackfoot,Upper Snake,ID17040207SK023_02b,Glide/Pool,7,0 to 20,0,0 to 20,9,0 to 15,7,0 to 10,8,0 to 10,11,0 to 20,12,0 to 20,94.9,100,97.08,94.9,100,97.08
2005SPOCA024,Bell Marsh Creek,17040208,Portneuf,Upper Snake,ID17040208SK008_02a,Riffle/Run,15,0 to 20,16,0 to 20,4,0 to 15,8,0 to 10,7,0 to 10,0,0 to 20,0,0 to 20,3.36,63.33,23.46,8.4,73.33,30.17
2005SPOCA025,Warbonnet Creek,17040207,Blackfoot,Upper Snake,ID17040207SK005_02b,Riffle/Run,1,0 to 20,2,0 to 20,3,0 to 15,1,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,69.7,97.03,86.23,78.79,97.03,89.82
2005SPOCA026,Brush Creek,17040207,Blackfoot,Upper Snake,ID17040207SK026_03,Riffle/Run,17,0 to 20,7,0 to 20,7,0 to 15,4,0 to 10,6,0 to 10,0,0 to 20,0,0 to 20,51.85,100,61.08,62.22,100,69.46
2005SPOCA027,Webb Creek,17040208,Portneuf,Upper Snake,ID17040208SK023_02c,Riffle/Run,18,0 to 20,16,0 to 20,7,0 to 15,9,0 to 10,8,0 to 10,0,0 to 20,0,0 to 20,14.17,43.1,23.6,20.83,48.28,29.78
2005SPOCA028,Mill Creek,17040208,Portneuf,Upper Snake,ID17040208SK015_02a,Riffle/Run,15,0 to 20,6,0 to 20,6,0 to 15,8,0 to 10,6,0 to 10,0,0 to 20,0,0 to 20,26.57,82.76,36.05,29.37,82.76,38.37
2005SPOCA029,South Fork Bloomington Creek,16010201,Bear Lake,Bear River,ID16010201BR014_02a,Riffle/Run,16,0 to 20,16,0 to 20,10,0 to 15,6,0 to 10,7,0 to 10,0,0 to 20,0,0 to 20,27.03,88.57,36.82,29.73,88.57,39.09
2005SPOCA030,Little Malad River,16010204,Lower Bear-Malad,Bear River,ID16010204BR008_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA031,Cub River,16010202,Middle Bear,Bear River,ID16010202BR002_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA032,Trail Creek,17040207,Blackfoot,Upper Snake,ID17040207SK011_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA033,Lanes Creek,17040207,Blackfoot,Upper Snake,ID17040207SK018_04,Riffle/Run,12,0 to 20,6,0 to 20,4,0 to 15,3,0 to 10,4,0 to 10,0,0 to 20,0,0 to 20,23.94,91.84,41.36,34.51,95.92,50.26
2005SPOCA034,Tincup Creek,17040105,Salt,Upper Snake,ID17040105SK003_03,Glide/Pool,14,0 to 20,0,0 to 20,5,0 to 15,6,0 to 10,3,0 to 10,17,0 to 20,16,0 to 20,16.28,89.06,36.02,18.6,89.06,37.71
2005SPOCA035,Diamond Boulder Creek,17040105,Salt,Upper Snake,ID17040105SK006_03a,Riffle/Run,19,0 to 20,16,0 to 20,4,0 to 15,9,0 to 10,9,0 to 10,0,0 to 20,0,0 to 20,8.88,48.15,14.29,8.88,48.15,14.29
2005SPOCA036,Deer Creek,17040105,Salt,Upper Snake,ID17040105SK010_03,Riffle/Run,15,0 to 20,17,0 to 20,6,0 to 15,9,0 to 10,9,0 to 10,0,0 to 20,0,0 to 20,15.27,67.57,26.79,19.08,67.57,29.76
2005SPOCA037,Giraffe Creek,16010102,Central Bear,Bear River,ID16010102BR007_02a,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA038,Bloomington Creek,16010201,Bear Lake,Bear River,ID16010201BR014_03a,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA039,Boss Canyon Creek,16010203,Little Bear-Logan,Bear River,ID16010203BR002_02c,Riffle/Run,17,0 to 20,16,0 to 20,6,0 to 15,7,0 to 10,7,0 to 10,0,0 to 20,0,0 to 20,15.56,90,32.57,24.44,95,40.57
2005SPOCA040,Montpelier Creek,16010201,Bear Lake,Bear River,ID16010201BR020_03a,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA041,Unnamed Stream,17040206,American Falls,Upper Snake,ID17040206SK022_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA042,Pilot Spring Creek,17040208,Portneuf,Upper Snake,ID17040208SK011_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA043,UNT to Deep Creek,16020309,Curlew Valley,Bear River,ID16020309BR001_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA044,Ross Fork,17040208,Portneuf,Upper Snake,ID17040206SK014_04T,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA045,UNT to Dry Valley Creek,17040207,Blackfoot,Upper Snake,ID17040207SK013_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA047,Crane Creek,17040208,Portneuf,Upper Snake,ID17040208SK016_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA048,UNT to Bannock Creek,17040206,American Falls,Upper Snake,ID17040206SK002_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA049,UNT to Ross Fork,17040208,Portneuf,Upper Snake,ID17040206SK018_02T,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA050,Thomas Fork,16010102,Central Bear,Bear River,ID16010102BR003_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA051,Pocatello Creek,17040208,Portneuf,Upper Snake,ID17040208SK024_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA052,UNT to Squaw Creek,17040206,American Falls,Upper Snake,ID17040206SK006_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA053,UNT to Deep Creek,16020309,Curlew Valley,Bear River,ID16020309BR002_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA054,UNT to Little Hole Draw,17040206,American Falls,Upper Snake,ID17040206SK025_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA056,Bear River,16010201,Bear Lake,Bear River,ID16010201BR002_05,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA058,UNT to Bear River,16010202,Middle Bear,Bear River,ID16010202BR006_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA059,Unnamed Stream,17040209,Lake Walcott,Upper Snake,ID17040209SK000_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA060,UNT to Blackfoot River,17040207,Blackfoot,Upper Snake,ID17040207SK010_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA061,Birch Creek,17040208,Portneuf,Upper Snake,ID17040208SK014_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA062,Kents Canyon,16010204,Lower Bear-Malad,Bear River,ID16010204BR008_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA063,Blackfoot River,17040207,Blackfoot,Upper Snake,ID17040207SK001_05,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA064,Diamond Creek,17040207,Blackfoot,Upper Snake,ID17040207SK016_03a,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2005SPOCA065,First Creek,16010204,Lower Bear-Malad,Bear River,ID16010204BR006_02a,Riffle/Run,17,0 to 20,17,0 to 20,7,0 to 15,7,0 to 10,8,0 to 10,0,0 to 20,0,0 to 20,17.39,37.5,24.58,26.09,43.75,32.4
2005SPOCA066,Dempsey Creek,17040208,Portneuf,Upper Snake,ID17040208SK017_03,Riffle/Run,6,0 to 20,12,0 to 20,3,0 to 15,1,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,15.38,57.14,24.86,19.58,61.9,29.19
2005SPOCA067,Blue Creek,16010202,Middle Bear,Bear River,ID16010202BR014_02b,Riffle/Run,16,0 to 20,15,0 to 20,6,0 to 15,3,0 to 10,5,0 to 10,0,0 to 20,0,0 to 20,24.59,100,45.24,29.51,100,48.81
