"","siteid","sitename","stream","source","lat","long","comid","siteclass","order","au","georef_ID305b_cycle","georef_notes","sed_tmdl","l4_code","l4_name","deq_region","blm_ecoregion","basin","huc4code","huc4name","source_sitetype","sampleid","year","sample_date","bankfull_width_m","bankfull_width_category","pct_fine","pct_fine_fraction","sample_FSBI","SMI2","SMI2_benchmark","BURP_sitescore","OE","OE_benchmark","OE_model","framework_fines_ref_benchmark","framework_FSBI_ref_benchmark","framework_SME75_benchmark","blm_fines_ref_benchmark","has_both"
"5962","1997SBOIA020","1997SBOIA020","Dollar Creek","DEQ BURP",44.718209,-115.700896,23551412,"Mountains","3","ID17060208SL015_03",2022,NA,"N","16k","Southern Forested Mountains","BOI","NorthernRockies","Salmon",17060208,"South Fork Salmon","","1997SBOIA020","1997",NA,8.36666666666667,"< 10 m",36.52,"< 2.5 mm",NA,NA,52,NA,NA,NA,NA,23.6,145,69,29,"N"
"5963","2005SLEWA016","2005SLEWA016","Weir Creek","DEQ BURP",46.466314,-115.034835,23588842,"Mountains","3","ID17060303CL049_03",2022,NA,"N","16c","Lochsa-Selway-Clearwater Canyons","LEW","NorthernRockies","Clearwater",17060303,"Lochsa","Reference","2005SLEWA016","2005",NA,8.13333333333333,"< 10 m",16.15,"< 2.5 mm",NA,NA,52,NA,NA,NA,NA,23.6,145,69,29,"N"
"5964","2016SBOIA038","2016SBOIA038","Twentymile Creek","DEQ BURP",45.128961,-116.008235,24177643,"Mountains","3","ID17050123SW020_03",2022,NA,"N","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050123,"North Fork Payette","","2016SBOIA038","2016",NA,9.16666666666667,"< 10 m",6,"< 2.5 mm",160,54,52,1.33,NA,NA,NA,23.6,145,69,29,"Y"
"5965","2005SLEWA018","2005SLEWA018","Deadman Creek","DEQ BURP",46.230552,-115.499923,23589016,"Mountains","3","ID17060303CL059_03",2022,NA,"N","16c","Lochsa-Selway-Clearwater Canyons","LEW","NorthernRockies","Clearwater",17060303,"Lochsa","Other","2005SLEWA018","2005",NA,7.56666666666667,"< 10 m",19.8,"< 2.5 mm",285,77,52,2.33,NA,NA,NA,23.6,145,69,29,"Y"
"5966","835","128-13-I","Second Fork Squaw","USFS-PIBO",44.363753,-116.199412,24166810,"Mountains","3","ID17050122SW014_03",2022,NA,"N","16k","Southern Forested Mountains","BRO","NorthernRockies","Southwest",17050122,"Payette","Managed","9095","2016",2016-07-01,9.19,"< 10 m",36.84,"< 2 mm",195,NA,52,NA,1.058278,0.78,"USFS-PIBO",23.6,145,69,29,"Y"
"5967","2021SLEWA029","2021SLEWA029","Pete King Creek","DEQ BURP",46.176563,-115.606979,23588972,"Mountains","3","ID17060303CL063_03",2022,NA,"N","16c","Lochsa-Selway-Clearwater Canyons","LEW","NorthernRockies","Clearwater",17060303,"Lochsa","","2021SLEWA029","2021",NA,9.33333333333333,"< 10 m",22.4,"< 2.5 mm",160,66,52,2,NA,NA,NA,23.6,145,69,29,"Y"
"5968","717","117-05-I","Cache","USFS-PIBO",44.344694,-115.418868,23519407,"Mountains","3","ID17060205SL016_03",2022,NA,"N","16k","Southern Forested Mountains","BRO/IRO","NorthernRockies","Salmon",17060205,"Upper Middle Fork Salmon","Managed","4999","2009",2009-08-05,6.62,"< 10 m",9.09,"< 2 mm",45,NA,52,NA,0.618,0.78,"USFS-PIBO",23.6,145,69,29,"Y"
"5969","708","117-02-I","Beaver","USFS-PIBO",44.437138,-115.057372,23519545,"Mountains","2","ID17060205SL031_02",2022,NA,"N","16g","High Glacial Drift-Filled Valleys","BRO/IRO","NorthernRockies","Salmon",17060205,"Upper Middle Fork Salmon","Managed","988","2004",2004-08-15,8.13,"< 10 m",2.88,"< 2 mm",185,NA,52,NA,1.077,0.78,"USFS-PIBO",28.3,145,54,29,"Y"
"5970","341","070-02-I","Van Buren","USFS-PIBO",45.532402,-116.083206,23560611,"Mountains","3","ID17060209SL039_03",2022,NA,"N","16i","South Clearwater Forested Mountains","LRO","NorthernRockies","Salmon",17060209,"Lower Salmon","Managed","7960","2014",2014-07-05,8.21,"< 10 m",22.58,"< 2 mm",130,NA,52,NA,1.015901,0.78,"USFS-PIBO",23.6,145,69,29,"Y"
"5971","2007SBOIA075","2007SBOIA075","Warm Springs Creek","DEQ BURP",44.279399,-115.631498,24159075,"Mountains","3","ID17050120SW016_03",2022,NA,"N","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050120,"South Fork Payette","Other","2007SBOIA075","2007",NA,7.96666666666667,"< 10 m",14.36,"< 2.5 mm",95,49,52,1.67,NA,NA,NA,23.6,145,69,29,"Y"
"5972","2001SIDFA125","2001SIDFA125","Morse Creek","DEQ BURP",44.628449,-113.793204,23499127,"Mountains","3","ID17060202SL038_03",2022,NA,"N","17e","Barren Mountains","IDF","NorthernRockies","Salmon",17060202,"Pahsimeroi","Other","2001SIDFA125","2001",NA,4.06666666666667,"< 10 m",0,"< 2.5 mm",215,83,52,3,NA,NA,NA,23.6,145,69,29,"Y"
"5973","346","070-10-I","Lake","USFS-PIBO",45.386097,-116.215647,23560679,"Mountains","3","ID17060209SL020_03",2022,NA,"N","16j","Hot Dry Canyons","LRO","NorthernRockies","Salmon",17060209,"Lower Salmon","Managed","7963","2014",2014-07-07,8.49,"< 10 m",5.45,"< 2 mm",170,NA,52,NA,0.964639,0.78,"USFS-PIBO",23.6,145,69,29,"Y"
"5974","742","119-05-IS","Trapper","USFS-PIBO",44.801721,-115.490998,23551694,"Mountains","3","ID17060208SL027_03",2022,NA,"N","16k","Southern Forested Mountains","BRO","NorthernRockies","Salmon",17060208,"South Fork Salmon","Managed","5005","2009",2009-08-09,7.14,"< 10 m",15.45,"< 2 mm",155,NA,52,NA,0.963,0.78,"USFS-PIBO",23.6,145,69,29,"Y"
"5975","2006SBOIA030","2006SBOIA030","Wood Creek","DEQ BURP",43.536339,-115.812289,23387327,"PPBV","3","ID17050113SW003_03",2022,NA,"N","16f","Foothill Shrublands-Grasslands","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other","2006SBOIA030","2006",NA,3.93333333333333,"< 10 m",46.67,"< 2.5 mm",30,65,54,2,NA,NA,NA,23.6,20,68,29,"Y"
"5976","2104","081-06-I","Clear","USFS-PIBO",46.062273,-115.73281,23595567,"Mountains","3","ID17060304CL006_03",2022,NA,"N","16i","South Clearwater Forested Mountains","LRO","NorthernRockies","Clearwater",17060304,"Middle Fork Clearwater","Managed","3744","2007",2007-07-01,6.34,"< 10 m",17.74,"< 2 mm",185,NA,52,NA,0.929,0.78,"USFS-PIBO",23.6,145,69,29,"Y"
"5977","2172","083-20-I","American","USFS-PIBO",45.882945,-115.446114,23597821,"Mountains","3","ID17060305CL055_03",2022,NA,"N","16i","South Clearwater Forested Mountains","LRO","NorthernRockies","Clearwater",17060305,"South Fork Clearwater","Managed","3745","2007",2007-06-29,7.16,"< 10 m",8.8,"< 2 mm",110,NA,52,NA,0.8,0.78,"USFS-PIBO",23.6,145,69,29,"Y"
"5978","2021SLEWA039","2021SLEWA039","Little Slate Creek","DEQ BURP",45.494763,-116.104538,23560275,"Mountains","3","ID17060209SL037_03",2022,NA,"N","16i","South Clearwater Forested Mountains","LEW","NorthernRockies","Salmon",17060209,"Lower Salmon","","2021SLEWA039","2021",NA,3.03333333333333,"< 10 m",84.42,"< 2.5 mm",40,54,52,1.67,NA,NA,NA,23.6,145,69,29,"Y"
"5979","1997SBOIA041","1997SBOIA041","Profile Creek","DEQ BURP",44.960139,-115.424856,23551936,"Mountains","3","ID17060208SL031_03",2022,NA,"N","16k","Southern Forested Mountains","BOI","NorthernRockies","Salmon",17060208,"South Fork Salmon","","1997SBOIA041","1997",NA,9.43333333333333,"< 10 m",6.9,"< 2.5 mm",NA,NA,52,NA,NA,NA,NA,23.6,145,69,29,"N"
"5980","1997SBOIC009","1997SBOIC009","Minneha Creek","DEQ BURP",43.727884,-115.934257,23382925,"Mountains","2","ID17050112SW009_02",2022,NA,"Y","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050112,"Boise-Mores","","1997SBOIC009","1997",NA,5.7,"< 10 m",50.88,"< 2.5 mm",NA,NA,52,NA,NA,NA,NA,28.3,145,54,29,"N"
"5981","2007SBOIA087","2007SBOIA087","Pikes Fork","DEQ BURP",43.979998,-115.548855,23377780,"Mountains","3","ID17050111SW014_03",2022,NA,"N","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Other","2007SBOIA087","2007",NA,3.63333333333333,"< 10 m",21.47,"< 2.5 mm",145,56,52,2,NA,NA,NA,23.6,145,69,29,"Y"
"5982","1994SPOCA012","1994SPOCA012","Slug Creek","DEQ BURP",42.643433,-111.320496,24479321,"PPBV","4","ID17040207SK012_04",2022,NA,"Y","17n","Cold Valleys","POC","NorthernRockies","Upper Snake",17040207,"Blackfoot","","1994SPOCA012","1994",NA,2,"< 10 m",44.09,"< 2.5 mm",NA,NA,54,NA,NA,NA,NA,18.2,20,53,29,"N"
"5983","1998SIDFA090","1998SIDFA090","Peach Creek","DEQ BURP",44.256642,-114.647978,23481939,"Mountains","3","ID17060201SL031_03",2022,NA,"N","16k","Southern Forested Mountains","IDF","NorthernRockies","Salmon",17060201,"Upper Salmon","Other","1998SIDFA090","1998",NA,2.71666666666667,"< 10 m",21.61,"< 2.5 mm",105,58,52,1.67,NA,NA,NA,23.6,145,69,29,"Y"
"5984","2116","081-13-I","Johns","USFS-PIBO",45.662067,-115.792435,23597495,"Mountains","3","ID17060305CL018_03",2022,NA,"N","16i","South Clearwater Forested Mountains","LRO","NorthernRockies","Clearwater",17060305,"South Fork Clearwater","Reference","3762","2007",2007-07-12,7.05,"< 10 m",20,"< 2 mm",115,NA,52,NA,0.934,0.78,"USFS-PIBO",23.6,145,69,29,"Y"
"5985","2001SIDFA057","2001SIDFA057","Castle Creek","DEQ BURP",44.475941,-112.040448,23223700,"Mountains","1","ID17040214SK013_02",2022,NA,"N","17e","Barren Mountains","IDF","NorthernRockies","Upper Snake",17040214,"Beaver-Camas","Other","2001SIDFA057","2001",NA,1.23333333333333,"< 10 m",47.7,"< 2.5 mm",60,40,52,1,NA,NA,NA,39.5,145,57,29,"Y"
"5986","1997SIDFM047","1997SIDFM047","West Fork NF Salmon River","DEQ BURP",45.654608,-113.973791,23504300,"Mountains","2","ID17060203SL078_02",2022,NA,"N","16i","South Clearwater Forested Mountains","IDF","NorthernRockies","Salmon",17060203,"Middle Salmon-Panther","","1997SIDFM047","1997",NA,4.83333333333333,"< 10 m",31.4,"< 2.5 mm",NA,NA,52,NA,NA,NA,NA,28.3,145,54,29,"N"
"5987","813","125-20-I","Granite","USFS-PIBO",43.942941,-115.975042,23382515,"Mountains","3","ID17050112SW014_03",2022,NA,"N","16k","Southern Forested Mountains","BRO","NorthernRockies","Southwest",17050112,"Boise-Mores","Managed","5019","2009",2009-06-28,3.3,"< 10 m",16.19,"< 2 mm",100,NA,52,NA,1.006,0.78,"USFS-PIBO",23.6,145,69,29,"Y"
"5988","445","088-12-I","Warren","USFS-PIBO",45.254112,-115.659982,23540662,"Mountains","3","ID17060207SL007_03a",2022,NA,"N","16k","Southern Forested Mountains","LRO","NorthernRockies","Salmon",17060207,"Middle Salmon-Chamberlain","Managed","3781","2007",2007-07-16,5.54,"< 10 m",1.11,"< 2 mm",185,NA,52,NA,0.977,0.78,"USFS-PIBO",23.6,145,69,29,"Y"
"5989","2006SBOIA101","2006SBOIA101","Warm Springs Creek","DEQ BURP",44.156169,-116.002713,24164707,"Mountains","1","ID17050121SW001_02",2022,NA,"N","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050121,"Middle Fork Payette","Other","2006SBOIA101","2006",NA,2.23333333333333,"< 10 m",39.01,"< 2.5 mm",210,83,52,2.67,NA,NA,NA,39.5,145,57,29,"Y"
"5990","2007SBOIA116","2007SBOIA116","Crooked River","DEQ BURP",43.971185,-115.560865,23377572,"Mountains","3","ID17050111SW014_03",2022,NA,"N","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Other","2007SBOIA116","2007",NA,8,"< 10 m",8.33,"< 2.5 mm",155,46,52,2,NA,NA,NA,23.6,145,69,29,"Y"
"5991","2001STWFA075","2001STWFA075","Little Wood River","DEQ BURP",43.692747,-114.027027,23267262,"Mountains","3","ID17040221SK020_03",2022,NA,"N","16d","Dry Partly Wooded Mountains","TWF","NorthernRockies","Upper Snake",17040221,"Little Wood","Other","2001STWFA075","2001",NA,8,"< 10 m",8.21,"< 2.5 mm",255,79,52,3,NA,NA,NA,23.6,145,69,29,"Y"
"5992","2013SIDFA012","2013SIDFA012","Hawley Creek","DEQ BURP",44.666982,-113.191696,23513332,"Mountains","3","ID17060204SL050b_03",2022,NA,"N","17e","Barren Mountains","IDF","NorthernRockies","Salmon",17060204,"Lemhi","","2013SIDFA012","2013",NA,4.05,"< 10 m",23.53,"< 2.5 mm",200,56,52,1.67,NA,NA,NA,23.6,145,69,29,"Y"
"5993","1994SIDFA057","1994SIDFA057","Morse Creek","DEQ BURP",44.630514,-113.790587,23499127,"Mountains","3","ID17060202SL038_03",2022,NA,"N","17e","Barren Mountains","IDF","NorthernRockies","Salmon",17060202,"Pahsimeroi","","1994SIDFA057","1994",NA,5.98333333333333,"< 10 m",11.65,"< 2.5 mm",NA,NA,52,NA,NA,NA,NA,23.6,145,69,29,"N"
"5994","2016SCDAA022","2016SCDAA022","Grass Creek","DEQ BURP",48.99032,-116.769951,22904997,"Mountains","3","ID17010104PN003_03",2022,NA,"N","15y","Selkirk Mountains","CDA","NorthernRockies","Panhandle",17010104,"Lower Kootenai","","2016SCDAA022","2016",NA,8.7,"< 10 m",1.03,"< 2.5 mm",190,77,52,2.33,NA,NA,NA,23.6,145,69,29,"Y"
"5995","2008SIDFA138","2008SIDFA138","Moyer Creek","DEQ BURP",44.971677,-114.297645,23503240,"Mountains","3","ID17060203SL018_03",2022,NA,"N","16k","Southern Forested Mountains","IDF","NorthernRockies","Salmon",17060203,"Middle Salmon-Panther","","2008SIDFA138","2008",NA,7.9,"< 10 m",29.09,"< 2.5 mm",NA,NA,52,NA,NA,NA,NA,23.6,145,69,29,"N"
"5996","2008SIDFA143","2008SIDFA143","Marsh Creek","DEQ BURP",44.36313,-115.127761,23520065,"Mountains","3","ID17060205SL024_03",2022,NA,"N","16g","High Glacial Drift-Filled Valleys","IDF","NorthernRockies","Salmon",17060205,"Upper Middle Fork Salmon","","2008SIDFA143","2008",NA,4.36666666666667,"< 10 m",32.2,"< 2.5 mm",70,53,52,2,NA,NA,NA,23.6,145,69,29,"Y"
"5997","768","122-02-I","Grouse","USFS-PIBO",45.268632,-115.833938,23552026,"Mountains","3","ID17060208SL005_03",2022,NA,"N","16k","Southern Forested Mountains","BRO","NorthernRockies","Salmon",17060208,"South Fork Salmon","Managed","3794","2007",2007-07-12,5.5,"< 10 m",11.82,"< 2 mm",225,NA,52,NA,1.347,0.78,"USFS-PIBO",23.6,145,69,29,"Y"
"5998","2694","091-14-K","Big Timber","USFS-PIBO",44.663035,-113.37563,23512954,"PPBV","3","ID17060204SL031_04",2022,NA,"N","17aa","Dry Intermontane Sagebrush Valleys","IRO","NorthernRockies","Salmon",17060204,"Lemhi","Managed","7640","2013",2013-07-09,6.43,"< 10 m",15.48,"< 2 mm",NA,NA,54,NA,NA,0.78,"USFS-PIBO",23.6,20,68,29,"N"
"5999","2006SBOIA121","2006SBOIA121","Seafoam Creek","DEQ BURP",44.552443,-115.062256,23519649,"Mountains","3","ID17060205SL041_03",2022,NA,"N","16k","Southern Forested Mountains","BOI","NorthernRockies","Salmon",17060205,"Upper Middle Fork Salmon","Other","2006SBOIA121","2006",NA,8.13333333333333,"< 10 m",9.25,"< 2.5 mm",210,82,52,3,NA,NA,NA,23.6,145,69,29,"Y"
"6000","2302","023-04-R","Meadow","USFS-PIBO",48.81348,-116.192468,22910591,"Mountains","3","ID17010105PN012_03",2022,NA,"N","15q","Purcell-Cabinet-North Bitterroot Mountains","CRO","NorthernRockies","Panhandle",17010105,"Moyie","Managed","3798","2007",2007-07-11,6.96,"< 10 m",20.79,"< 2 mm",NA,NA,52,NA,NA,0.78,"USFS-PIBO",23.6,145,69,29,"N"
"6001","2013SIDFA033","2013SIDFA033","Pass Creek","DEQ BURP",43.951338,-113.444265,23238378,"Mountains","3","ID17040218SK009_03",2022,NA,"N","17e","Barren Mountains","IDF","NorthernRockies","Upper Snake",17040218,"Big Lost","","2013SIDFA033","2013",NA,3.38333333333333,"< 10 m",10.91,"< 2.5 mm",85,49,52,1,NA,NA,NA,23.6,145,69,29,"Y"
"6002","2005STWFA011","2005STWFA011","Grindstone Creek","DEQ BURP",43.576309,-114.763381,23386889,"Mountains","3","ID17050113SW018_03",2022,NA,"N","16d","Dry Partly Wooded Mountains","TWF","NorthernRockies","Southwest",17050113,"South Fork Boise","Other","2005STWFA011","2005",NA,2.96666666666667,"< 10 m",19.62,"< 2.5 mm",35,47,52,1.33,NA,NA,NA,23.6,145,69,29,"Y"
"6003","US-RV-10566","US-RV-10566","Little Lost River","BLM",43.88757048,-113.1023209,23233007,"PPBV","5","ID17040217SK002_05",2022,NA,"Y","17aa","Dry Intermontane Sagebrush Valleys","IRO","NorthernRockies","Upper Snake",17040217,"Little Lost",NA,NA,"2022",2022-08-17,6.73,"< 10 m",20.5,"< 2 mm",NA,NA,54,NA,NA,NA,"",18.2,20,53,29,"N"
"6004","810","125-14-I","Cottonwood","USFS-PIBO",43.642491,-115.832076,23382553,"Mountains","3","ID17050112SW007_03",2022,NA,"N","16k","Southern Forested Mountains","BRO","NorthernRockies","Southwest",17050112,"Boise-Mores","Managed","8000","2014",2014-07-15,5.3,"< 10 m",12.12,"< 2 mm",125,NA,52,NA,0.719045,0.78,"USFS-PIBO",23.6,145,69,29,"Y"
"6005","2007SBOIA131","2007SBOIA131","South Fork Lime Creek","DEQ BURP",43.44345,-115.135608,23386503,"Mountains","3","ID17050113SW011_03",2022,NA,"N","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other","2007SBOIA131","2007",NA,5,"< 10 m",15.03,"< 2.5 mm",120,49,52,1,NA,NA,NA,23.6,145,69,29,"Y"
"6006","CT-TR-1307","CT-TR-1307","EAST FORK AMERICAN RIVER","BLM",45.867287,-115.42392,23598071,"Mountains","3","ID17060305CL054_03",2022,NA,"N","16i","South Clearwater Forested Mountains","LRO","NorthernRockies","Clearwater",17060305,"South Fork Clearwater","sediment reference","172433","2019",2019-08-22,5.08,"< 10 m",20.8,"< 2 mm",100,NA,52,NA,0.95090684,0.63,"ColumbiaRiverBasin_PIBO",23.6,145,69,29,"Y"
"6007","813","125-20-I","Granite","USFS-PIBO",43.942941,-115.975042,23382515,"Mountains","3","ID17050112SW014_03",2022,NA,"N","16k","Southern Forested Mountains","BRO","NorthernRockies","Southwest",17050112,"Boise-Mores","Managed","8003","2014",2014-07-29,3.61,"< 10 m",22,"< 2 mm",145,NA,52,NA,0.934352,0.78,"USFS-PIBO",23.6,145,69,29,"Y"
"6008","2096","103-10-I","Big Smoky","USFS-PIBO",43.745144,-114.727449,23386973,"Mountains","3","ID17050113SW019_03",2022,NA,"N","16k","Southern Forested Mountains","BRO","NorthernRockies","Southwest",17050113,"South Fork Boise","Managed","3824","2007",2007-07-29,7.01,"< 10 m",1,"< 2 mm",190,NA,52,NA,1.005,0.78,"USFS-PIBO",23.6,145,69,29,"Y"
"6009","479","092-02-K","Cow","USFS-PIBO",44.930038,-113.550003,23513210,"Mountains","3","ID17060204SL057_03",2022,NA,"N","17ad","Western Beaverhead Mountains","IRO","NorthernRockies","Salmon",17060204,"Lemhi","Managed","8005","2014",2014-07-04,2.95,"< 10 m",12.2,"< 2 mm",NA,NA,52,NA,NA,0.78,"USFS-PIBO",23.6,145,69,29,"N"
"6010","2001SBOIA037","2001SBOIA037","Twentymile Creek","DEQ BURP",45.132725,-115.974216,24177645,"Mountains","3","ID17050123SW020_03",2022,NA,"N","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050123,"North Fork Payette","Reference","2001SBOIA037","2001",NA,8.73333333333333,"< 10 m",38.76,"< 2.5 mm",180,76,52,2.5,NA,NA,NA,23.6,145,69,29,"Y"
"6011","1994SBOIB019","1994SBOIB019","Fall Creek","DEQ BURP",44.950365,-116.03759,24177835,"Mountains","3","ID17050123SW017_03",2022,NA,"N","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050123,"North Fork Payette","","1994SBOIB019","1994",NA,5.46666666666667,"< 10 m",7.27,"< 2.5 mm",NA,NA,52,NA,NA,NA,NA,23.6,145,69,29,"N"
"6012","2007SIDFA050","2007SIDFA050","West Camas Creek","DEQ BURP",44.472719,-112.028916,23223208,"Mountains","3","ID17040214SK013_03",2022,NA,"N","17e","Barren Mountains","IDF","NorthernRockies","Upper Snake",17040214,"Beaver-Camas","Other","2007SIDFA050","2007",NA,7.1,"< 10 m",32.12,"< 2.5 mm",90,54,52,1.33,NA,NA,NA,23.6,145,69,29,"Y"
"6013","2014STWFA086","2014STWFA086","Big Wood River","DEQ BURP",43.871127,-114.655744,23251581,"Mountains","3","ID17040219SK018_03",2022,NA,"N","16k","Southern Forested Mountains","TWF","NorthernRockies","Upper Snake",17040219,"Big Wood","","2014STWFA086","2014",NA,3.71666666666667,"< 10 m",18.24,"< 2.5 mm",95,56,52,1.33,NA,NA,NA,23.6,145,69,29,"Y"
"6014","2016SCDAA027","2016SCDAA027","Saddle Creek","DEQ BURP",48.982657,-116.698139,22905099,"Mountains","2","ID17010104PN002_02",2022,NA,"N","15y","Selkirk Mountains","CDA","NorthernRockies","Panhandle",17010104,"Lower Kootenai","","2016SCDAA027","2016",NA,7.23333333333333,"< 10 m",2.35,"< 2.5 mm",220,87,52,2.33,NA,NA,NA,28.3,145,54,29,"Y"
"6015","574","103-04-IK","Grindstone","USFS-PIBO",43.565612,-114.769144,23386889,"Mountains","3","ID17050113SW018_03",2022,NA,"N","16d","Dry Partly Wooded Mountains","BRO","NorthernRockies","Southwest",17050113,"South Fork Boise","Managed","3846","2007",2007-07-26,3.41,"< 10 m",10.58,"< 2 mm",70,NA,52,NA,0.618,0.78,"USFS-PIBO",23.6,145,69,29,"Y"
"6016","2012SBOIA014","2012SBOIA014","Lightning Creek","DEQ BURP",44.188759,-115.936031,24164317,"Mountains","3","ID17050121SW003_03",2022,NA,"N","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050121,"Middle Fork Payette","","2012SBOIA014","2012",NA,7.33333333333333,"< 10 m",11.66,"< 2.5 mm",195,84,52,2.67,NA,NA,NA,23.6,145,69,29,"Y"
"6017","1997SIDFM094","1997SIDFM094","Silver Creek","DEQ BURP",44.929696,-114.383961,23532603,"Mountains","3","ID17060206SL034_03",2022,NA,"N","16k","Southern Forested Mountains","IDF","NorthernRockies","Salmon",17060206,"Lower Middle Fork Salmon","","1997SIDFM094","1997",NA,5.36666666666667,"< 10 m",42.86,"< 2.5 mm",NA,NA,52,NA,NA,NA,NA,23.6,145,69,29,"N"
"6018","2013SIDFA052","2013SIDFA052","Panther Creek","DEQ BURP",45.014105,-114.317539,23503202,"Mountains","3","ID17060203SL014_03",2022,NA,"N","16k","Southern Forested Mountains","IDF","NorthernRockies","Salmon",17060203,"Middle Salmon-Panther","","2013SIDFA052","2013",NA,7.5,"< 10 m",4.49,"< 2.5 mm",145,54,52,1.67,NA,NA,NA,23.6,145,69,29,"Y"
"6019","2014SLEWA046","2014SLEWA046","Meadow Creek","DEQ BURP",45.829065,-115.927964,23597957,"Mountains","3","ID17060305CL080_03",2022,NA,"N","16i","South Clearwater Forested Mountains","LEW","NorthernRockies","Clearwater",17060305,"South Fork Clearwater","","2014SLEWA046","2014",NA,8.23333333333333,"< 10 m",10.61,"< 2.5 mm",135,55,52,1.67,NA,NA,NA,23.6,145,69,29,"Y"
"6020","1766","016-10-I","Trout","USFS-PIBO",48.82322,-116.527363,22904605,"Mountains","2","ID17010104PN010_02",2022,NA,"N","15y","Selkirk Mountains","CRO","NorthernRockies","Panhandle",17010104,"Lower Kootenai","Managed","5951","2011",2011-08-17,8.42,"< 10 m",15,"< 2 mm",110,NA,52,NA,0.875429,0.78,"USFS-PIBO",28.3,145,54,29,"Y"
"6021","2018STWFA040","2018STWFA040","Prairie Creek","DEQ BURP",43.805051,-114.636482,23251597,"Mountains","3","ID17040219SK020_03",2022,NA,"N","16k","Southern Forested Mountains","TWF","NorthernRockies","Upper Snake",17040219,"Big Wood","","2018STWFA040","2018",NA,4.86666666666667,"< 10 m",13.29,"< 2.5 mm",165,57,52,1.67,NA,NA,NA,23.6,145,69,29,"Y"
"6022","2007SBOIA149","2007SBOIA149","Sugar Creek","DEQ BURP",44.9392,-115.31857,23551908,"Mountains","3","ID17060208SL029_03",2022,NA,"N","16k","Southern Forested Mountains","BOI","NorthernRockies","Salmon",17060208,"South Fork Salmon","Other","2007SBOIA149","2007",NA,6.33333333333333,"< 10 m",14.52,"< 2.5 mm",205,79,52,2.5,NA,NA,NA,23.6,145,69,29,"Y"
"6023","2111","023-09-R","Boulder","USFS-PIBO",48.542504,-116.225087,22904885,"Mountains","3","ID17010104PN033_03",2022,NA,"N","15q","Purcell-Cabinet-North Bitterroot Mountains","CRO","NorthernRockies","Panhandle",17010104,"Lower Kootenai","Managed","3857","2007",2007-07-26,5.2,"< 10 m",19.57,"< 2 mm",NA,NA,52,NA,NA,0.78,"USFS-PIBO",23.6,145,69,29,"N"
"6024","IF-TR-001","IF-TR-001",NA,"BLM",44.531058,-113.855732,23499735,"PPBV","5","ID17060202SL007_04",2022,NA,"Y","17aa","Dry Intermontane Sagebrush Valleys","IRO","NorthernRockies","Salmon",17060202,"Pahsimeroi",NA,"164762","2016",2016-07-08,7.29,"< 10 m",6.2,"< 2 mm",15,NA,54,NA,0.245184,0.63,"ColumbiaRiverBasin_PIBO",18.2,20,53,29,"Y"
"6025","2007SIDFA090","2007SIDFA090","Spring Creek","DEQ BURP",45.404954,-114.264041,23504102,"Mountains","3","ID17060203SL085_03",2022,NA,"N","16j","Hot Dry Canyons","IDF","NorthernRockies","Salmon",17060203,"Middle Salmon-Panther","Other","2007SIDFA090","2007",NA,3.96666666666667,"< 10 m",14.44,"< 2.5 mm",260,85,52,2,NA,NA,NA,23.6,145,69,29,"Y"
"6026","2004SCDAA019","2004SCDAA019","Lost Creek","DEQ BURP",47.708511,-115.942537,24372998,"Mountains","3","ID17010301PN009_03",2022,NA,"N","15o","Coeur d Alene Metasedimentary Zone","CDA","NorthernRockies","Panhandle",17010301,"Upper Coeur d Alene","Other","2004SCDAA019","2004",NA,9.03333333333333,"< 10 m",3.17,"< 2.5 mm",NA,NA,52,NA,NA,NA,NA,23.6,145,69,29,"N"
"6027","2001STWFA005","2001STWFA005","Blackspar Gulch Creek","DEQ BURP",43.630406,-113.941428,23267626,"Mountains","3","ID17040221SK014_03",2022,NA,"N","16d","Dry Partly Wooded Mountains","TWF","NorthernRockies","Upper Snake",17040221,"Little Wood","Other","2001STWFA005","2001",NA,2.4,"< 10 m",8.16,"< 2.5 mm",105,58,52,2,NA,NA,NA,23.6,145,69,29,"Y"
"6028","CF-LS-56154","CF-LS-56154","MAHOGANY CREEK","BLM",44.197363,-113.723809,23498877,"PPBV","3","ID17060202SL019_03",2022,NA,"N","17aa","Dry Intermontane Sagebrush Valleys","IRO","NorthernRockies","Salmon",17060202,"Pahsimeroi",NA,"172390","2019",2019-07-13,1.15,"< 10 m",8.6,"< 2 mm",95,NA,54,NA,0.7812455,0.63,"ColumbiaRiverBasin_PIBO",23.6,20,68,29,"Y"
