"","siteid","sitename","stream","source","lat","long","comid","au","order","georef_ID305b_cycle","georef_notes","sed_tmdl","siteclass","l4_code","l4_name","deq_region","blm_ecoregion","basin","huc4code","huc4name","source_sitetype","AIM_OE_model","AIM_Evaluation_ID"
"9167","2010SDEQA0968","2010SDEQA0968","Twentymile Creek","DEQ BURP",45.774618,-115.766605,23597541,"ID17060305CL024_03","3","2022",NA,"N","Mountains","16i","South Clearwater Forested Mountains","DEQ","NorthernRockies","Clearwater",17060305,"South Fork Clearwater","",NA,NA
"9168","2010SDEQA097","2010SDEQA097","Unnamed Stream","DEQ BURP",46.349462,-115.590036,23590014,"ID17060303CL057_02","1","2022",NA,"N","Mountains","15i","Clearwater Mountains and Breaks","DEQ","NorthernRockies","Clearwater",17060303,"Lochsa","",NA,NA
"9169","2010SDEQA098","2010SDEQA098","Unnamed Stream","DEQ BURP",42.049905,-113.031298,1184505,"ID16020309BR001_02","1","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","DEQ","NorthernXericBasin","Bear River",16020309,"Curlew Valley","",NA,NA
"9170","2010SDEQA099","2010SDEQA099","Unnamed Stream","DEQ BURP",43.310538,-113.555669,23163407,"ID17040209SK000_02","1","2022",NA,"N","PPBV","12g","Eastern Snake River Basalt Plains","DEQ","NorthernXericBasin","Upper Snake",17040209,"Lake Walcott","",NA,NA
"9171","2010SDEQA100","2010SDEQA100","Unnamed Stream","DEQ BURP",43.831428,-114.65407,23252235,"ID17040219SK018_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","DEQ","NorthernRockies","Upper Snake",17040219,"Big Wood","",NA,NA
"9172","2010SDEQA1002","2010SDEQA1002","West Fork Osier Creek","DEQ BURP",46.80358,-115.090732,23624322,"ID17060307CL030_02","1","2022",NA,"N","Mountains","15p","St. Joe Schist-Gneiss Zone","DEQ","NorthernRockies","Clearwater",17060307,"Upper North Fork Clearwater","",NA,NA
"9173","2010SDEQA101","2010SDEQA101","Unnamed Stream","DEQ BURP",42.74504,-113.559634,23163689,"ID17040209SK000_02","1","2022",NA,"N","PPBV","12g","Eastern Snake River Basalt Plains","DEQ","NorthernXericBasin","Upper Snake",17040209,"Lake Walcott","",NA,NA
"9174","2010SDEQA102","2010SDEQA102","Silver Creek","DEQ BURP",43.234972,-113.984286,23267344,"ID17040221SK023_03","3","2022",NA,"N","PPBV","12c","Camas Prairie","DEQ","NorthernXericBasin","Upper Snake",17040221,"Little Wood","",NA,NA
"9175","2010SDEQA103","2010SDEQA103","Unnamed Stream","DEQ BURP",42.289522,-113.355046,23177101,"ID17040210SK008_02","1","2022",NA,"N","PPBV","80h","Saltbush-Dominated Valleys","DEQ","NorthernXericBasin","Upper Snake",17040210,"Raft","",NA,NA
"9176","2010SDEQA104","2010SDEQA104","Unnamed Stream","DEQ BURP",43.392784,-114.97254,23263340,"ID17040220SK019_02","1","2022",NA,"N","PPBV","16f","Foothill Shrublands-Grasslands","DEQ","NorthernRockies","Upper Snake",17040220,"Camas","",NA,NA
"9177","2010SDEQA105","2010SDEQA105","Big Wood River","DEQ BURP",43.625853,-114.3478,23251321,"ID17040219SK007_05","5","2022",NA,"N","PPBV","16f","Foothill Shrublands-Grasslands","DEQ","NorthernRockies","Upper Snake",17040219,"Big Wood","",NA,NA
"9178","2010SDEQA106","2010SDEQA106","Unnamed Stream","DEQ BURP",42.045998,-113.366054,23176407,"ID17040210SK016_02","1","2022",NA,"N","PPBV","80h","Saltbush-Dominated Valleys","DEQ","NorthernXericBasin","Upper Snake",17040210,"Raft","",NA,NA
"9179","2010SDEQA107","2010SDEQA107","Crane Creek","DEQ BURP",43.129625,-111.653308,23148574,"ID17040205SK014_03","3","2022",NA,"Y","PPBV","80i","Sagebrush Steppe Valleys","DEQ","NorthernXericBasin","Upper Snake",17040205,"Willow","",NA,NA
"9180","2010SDEQA108","2010SDEQA108","Alturas Lake Creek","DEQ BURP",43.920066,-114.850975,23479237,"ID17060201SL078L_0L","0L","2022",NA,"N","Mountains","16g","High Glacial Drift-Filled Valleys","DEQ","NorthernRockies","Salmon",17060201,"Upper Salmon","",NA,NA
"9181","2010SDEQA109","2010SDEQA109","Unnamed Stream","DEQ BURP",42.132612,-113.498005,23176093,"ID17040210SK010_02","1","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","DEQ","NorthernXericBasin","Upper Snake",17040210,"Raft","",NA,NA
"9182","2010SDEQA110","2010SDEQA110","North Fork Sublett Creek","DEQ BURP",42.367925,-112.965939,23174735,"ID17040210SK021_03","3","2022",NA,"N","PPBV","80c","High Elevation Forests and Shrublands","DEQ","NorthernXericBasin","Upper Snake",17040210,"Raft","",NA,NA
"9183","2010SDEQA111","2010SDEQA111","Seamans Creek","DEQ BURP",43.458655,-114.244007,23254355,"ID17040219SK004_03","3","2022",NA,"N","PPBV","16f","Foothill Shrublands-Grasslands","DEQ","NorthernRockies","Upper Snake",17040219,"Big Wood","",NA,NA
"9184","2010SDEQA112","2010SDEQA112","Unnamed Stream","DEQ BURP",42.986683,-114.256804,947040141,"ID17040221SK001_02","2","2022",NA,"N","PPBV","12g","Eastern Snake River Basalt Plains","DEQ","NorthernXericBasin","Upper Snake",17040221,"Little Wood","",NA,NA
"9185","2010SDEQA113","2010SDEQA113","Unnamed Stream","DEQ BURP",43.731851,-114.889576,23388567,"ID17050113SW021_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","DEQ","NorthernRockies","Southwest",17050113,"South Fork Boise","",NA,NA
"9186","2010SDEQA114","2010SDEQA114","Nibbs Creek","DEQ BURP",42.31337,-113.43683,23177097,"ID17040210SK003_02","2","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","DEQ","NorthernXericBasin","Upper Snake",17040210,"Raft","",NA,NA
"9187","2010SDEQA115","2010SDEQA115","Unnamed Stream","DEQ BURP",47.025065,-115.6899,23632330,"ID17060308CL012_02","1","2022",NA,"N","Mountains","15p","St. Joe Schist-Gneiss Zone","DEQ","NorthernRockies","Clearwater",17060308,"Lower North Fork Clearwater","",NA,NA
"9188","2010SDEQA116","2010SDEQA116","Unnamed Stream","DEQ BURP",42.063077,-114.491153,23198040,"ID17040213SK011_02","1","2022",NA,"N","PPBV","80a","Dissected High Lava Plateau","DEQ","NorthernXericBasin","Upper Snake",17040213,"Salmon Falls","",NA,NA
"9189","2010SDEQA1168","2010SDEQA1168","Mill Creek","DEQ BURP",45.732009,-115.99407,23597411,"ID17060305CL013_03","3","2022",NA,"N","Mountains","16i","South Clearwater Forested Mountains","DEQ","NorthernRockies","Clearwater",17060305,"South Fork Clearwater","",NA,NA
"9190","2010SDEQA117","2010SDEQA117","Unnamed Stream","DEQ BURP",43.837974,-114.572212,23252245,"ID17040219SK018_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","DEQ","NorthernRockies","Upper Snake",17040219,"Big Wood","",NA,NA
"9191","2010SDEQA118","2010SDEQA118","Unnamed Stream","DEQ BURP",42.581391,-113.106866,23164619,"ID17040209SK006_02","1","2022",NA,"N","PPBV","80i","Sagebrush Steppe Valleys","DEQ","NorthernXericBasin","Upper Snake",17040209,"Lake Walcott","",NA,NA
"9192","2010SDEQA119","2010SDEQA119","Taylor Creek","DEQ BURP",43.335103,-111.966453,24558791,"ID17040206SK022_02","2","2022",NA,"Y","PPBV","80b","Semiarid Hills and Low Mountains","DEQ","NorthernXericBasin","Upper Snake",17040207,"Blackfoot","",NA,NA
"9193","2010SDEQA1194","2010SDEQA1194","Beaver Creek","DEQ BURP",46.835836,-115.630427,23630312,"ID17060308CL009_04","4","2022",NA,"N","Mountains","15i","Clearwater Mountains and Breaks","DEQ","NorthernRockies","Clearwater",17060308,"Lower North Fork Clearwater","",NA,NA
"9194","2010SDEQA120","2010SDEQA120","Goose Creek","DEQ BURP",42.501543,-113.811434,23162789,"ID17040209SK000_02","1","2022",NA,"N","PPBV","12i","Magic Valley","DEQ","NorthernXericBasin","Upper Snake",17040211,"Goose","",NA,NA
"9195","2010SDEQA121","2010SDEQA121","Mule Creek","DEQ BURP",42.076017,-114.600349,23198130,"ID17040213SK011_02","1","2022",NA,"N","PPBV","80a","Dissected High Lava Plateau","DEQ","NorthernXericBasin","Upper Snake",17040213,"Salmon Falls","",NA,NA
"9196","2010SDEQA122","2010SDEQA122","South Fork Boise River","DEQ BURP",43.609555,-114.932085,23386799,"ID17050113SW015_05","5","2022",NA,"N","Mountains","16k","Southern Forested Mountains","DEQ","NorthernRockies","Southwest",17050113,"South Fork Boise","",NA,NA
"9197","2010SDEQA123","2010SDEQA123","Unnamed Stream","DEQ BURP",42.217796,-113.173635,23175793,"ID17040210SK016_02","1","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","DEQ","NorthernXericBasin","Upper Snake",17040210,"Raft","",NA,NA
"9198","2010SDEQA124","2010SDEQA124","Unnamed Stream","DEQ BURP",43.485901,-113.755843,23267914,"ID17040221SK008_02","1","2022",NA,"Y","PPBV","16f","Foothill Shrublands-Grasslands","DEQ","NorthernRockies","Upper Snake",17040221,"Little Wood","",NA,NA
"9199","2010SDEQA125","2010SDEQA125","Rock Creek","DEQ BURP",42.614625,-114.52472,24491010,"ID17040212SK013_05","5","2022",NA,"Y","PPBV","12i","Magic Valley","DEQ","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","",NA,NA
"9200","2010SDEQA126","2010SDEQA126","Clear Creek","DEQ BURP",42.031856,-113.2831,23174545,"ID17040210SK016_03","3","2022",NA,"N","PPBV","80h","Saltbush-Dominated Valleys","DEQ","NorthernXericBasin","Upper Snake",17040210,"Raft","",NA,NA
"9201","2010SDEQA1264","2010SDEQA1264","Meadow Creek","DEQ BURP",45.734623,-115.15002,23580829,"ID17060302CL016_03","3","2022",NA,"N","Mountains","16i","South Clearwater Forested Mountains","DEQ","NorthernRockies","Clearwater",17060302,"Lower Selway","",NA,NA
"9202","2010SDEQA127","2010SDEQA127","Cold Spring Canyon","DEQ BURP",42.273006,-113.005981,947040074,"ID17040210SK018_02","2","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","DEQ","NorthernXericBasin","Upper Snake",17040210,"Raft","",NA,NA
"9203","2010SDEQA128","2010SDEQA128","Unnamed Stream","DEQ BURP",43.258527,-114.191739,23268532,"ID17040221SK000_02","2","2022",NA,"N","PPBV","12f","Semiarid Foothills","DEQ","NorthernXericBasin","Upper Snake",17040221,"Little Wood","",NA,NA
"9204","2010SDEQA1284","2010SDEQA1284","Middle Fork Payette River","DEQ BURP",44.485722,-115.795914,24164269,"ID17050121SW005_02","2","2022",NA,"N","Mountains","16k","Southern Forested Mountains","DEQ","NorthernRockies","Southwest",17050121,"Middle Fork Payette","",NA,NA
"9205","2010SDEQA129","2010SDEQA129","Unnamed Stream","DEQ BURP",42.623356,-112.799813,23163877,"ID17040209SK008_02","1","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","DEQ","NorthernXericBasin","Upper Snake",17040209,"Lake Walcott","",NA,NA
"9206","2010SDEQA130","2010SDEQA130","Unnamed Stream","DEQ BURP",42.251747,-115.434657,23284541,"ID17050102SW026_02","2","2022",NA,"N","PPBV","80a","Dissected High Lava Plateau","DEQ","NorthernXericBasin","Southwest",17050102,"Bruneau","",NA,NA
"9207","2010SDEQA131","2010SDEQA131","Unnamed Stream","DEQ BURP",43.134874,-114.208729,23269024,"ID17040221SK000_02","1","2022",NA,"N","PPBV","12h","Mountain Home Uplands","DEQ","NorthernXericBasin","Upper Snake",17040221,"Little Wood","",NA,NA
"9208","2010SDEQA132","2010SDEQA132","Horse Creek","DEQ BURP",42.022808,-114.410985,23198250,"ID17040213SK012_03","3","2022",NA,"N","PPBV","80a","Dissected High Lava Plateau","DEQ","NorthernXericBasin","Upper Snake",17040213,"Salmon Falls","",NA,NA
"9209","2010SDEQA1322","2010SDEQA1322","Imnamatnoon Creek","DEQ BURP",46.512416,-114.763059,23589086,"ID17060303CL041_03","3","2022",NA,"N","Mountains","16c","Lochsa-Selway-Clearwater Canyons","DEQ","NorthernRockies","Clearwater",17060303,"Lochsa","",NA,NA
"9210","2010SDEQA133","2010SDEQA133","Dry Creek","DEQ BURP",42.435729,-114.164281,24491304,"ID17040212SK022_03","3","2022",NA,"Y","PPBV","12i","Magic Valley","DEQ","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","",NA,NA
"9211","2010SDEQA134","2010SDEQA134","Big Cottonwood Creek","DEQ BURP",42.207431,-114.125976,23185217,"ID17040211SK001_03","3","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","DEQ","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","",NA,NA
"9212","2010SDEQA135","2010SDEQA135","Unnamed Stream","DEQ BURP",43.538176,-114.45683,23253123,"ID17040219SK026_02","1","2022",NA,"N","Mountains","16d","Dry Partly Wooded Mountains","DEQ","NorthernRockies","Upper Snake",17040219,"Big Wood","",NA,NA
"9213","2010SDEQA136","2010SDEQA136","Dry Creek","DEQ BURP",43.323747,-113.991199,23267462,"ID17040221SK022_03","3","2022",NA,"Y","PPBV","12c","Camas Prairie","DEQ","NorthernXericBasin","Upper Snake",17040221,"Little Wood","",NA,NA
"9214","2010SDEQA137","2010SDEQA137","Warfield Creek","DEQ BURP",43.618923,-114.540197,23252881,"ID17040219SK023_02","2","2022",NA,"N","Mountains","16k","Southern Forested Mountains","DEQ","NorthernRockies","Upper Snake",17040219,"Big Wood","",NA,NA
"9215","2010SDEQA138","2010SDEQA138","Lansing Creek","DEQ BURP",43.400817,-114.91884,23263590,"ID17040220SK013_02","1","2022",NA,"N","PPBV","16f","Foothill Shrublands-Grasslands","DEQ","NorthernRockies","Upper Snake",17040220,"Camas","",NA,NA
"9216","2010SDEQA1388","2010SDEQA1388","Cottonwood Creek","DEQ BURP",43.64758,-115.832616,23382553,"ID17050112SW007_03","3","2022",NA,"N","Mountains","16k","Southern Forested Mountains","DEQ","NorthernRockies","Southwest",17050112,"Boise-Mores","",NA,NA
"9217","2010SDEQA139","2010SDEQA139","Sellars Creek","DEQ BURP",43.262707,-111.834113,23149004,"ID17040205SK010_03","3","2022",NA,"Y","PPBV","80c","High Elevation Forests and Shrublands","DEQ","NorthernXericBasin","Upper Snake",17040205,"Willow","",NA,NA
"9218","2010SDEQA140","2010SDEQA140","Goose Creek","DEQ BURP",42.112309,-114.25213,23185013,"ID17040211SK008_02","2","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","DEQ","NorthernXericBasin","Upper Snake",17040211,"Goose","",NA,NA
"9219","2010SDEQA141","2010SDEQA141","Unnamed Stream","DEQ BURP",43.503914,-113.983256,23269512,"ID17040221SK014_03","3","2022",NA,"N","PPBV","16f","Foothill Shrublands-Grasslands","DEQ","NorthernRockies","Upper Snake",17040221,"Little Wood","",NA,NA
"9220","2010SDEQA1412","2010SDEQA1412","Third Fork Squaw Creek","DEQ BURP",44.384906,-116.244694,24168382,"ID17050122SW010_03","3","2022",NA,"N","Mountains","16k","Southern Forested Mountains","DEQ","NorthernRockies","Southwest",17050122,"Payette","",NA,NA
"9221","2010SDEQA142","2010SDEQA142","Grays Lake Outlet","DEQ BURP",43.275618,-111.650883,23148618,"ID17040205SK017_04","4","2022",NA,"N","Foothills","17o","Partly Forested Mountains","DEQ","NorthernRockies","Upper Snake",17040205,"Willow","",NA,NA
"9222","2010SDEQA143","2010SDEQA143","Smiley Creek","DEQ BURP",43.88351,-114.802393,23479281,"ID17060201SL083_03","3","2022",NA,"N","Mountains","16g","High Glacial Drift-Filled Valleys","DEQ","NorthernRockies","Salmon",17060201,"Upper Salmon","",NA,NA
"9223","2010SDEQA144","2010SDEQA144","Rock Creek","DEQ BURP",42.499003,-114.407191,24491006,"ID17040212SK013_05","5","2022",NA,"Y","PPBV","12i","Magic Valley","DEQ","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","",NA,NA
"9224","2010SDEQA145","2010SDEQA145","Baker Creek","DEQ BURP",43.770555,-114.561244,23251611,"ID17040219SK021_03","3","2022",NA,"N","Mountains","16k","Southern Forested Mountains","DEQ","NorthernRockies","Upper Snake",17040219,"Big Wood","",NA,NA
"9225","2010SDEQA146","2010SDEQA146","Shoshone Creek","DEQ BURP",42.006299,-114.534728,23196184,"ID17040213SK011_04","4","2022",NA,"Y","PPBV","80a","Dissected High Lava Plateau","DEQ","NorthernXericBasin","Upper Snake",17040213,"Salmon Falls","",NA,NA
"9226","2010SDEQA147","2010SDEQA147","Champagne Creek","DEQ BURP",43.566339,-113.57121,23163129,"ID17040209SK013_03","3","2022",NA,"N","Foothills","17ab","Dry Gneissic-Schistose-Volcanic Hills","DEQ","NorthernRockies","Upper Snake",17040218,"Big Lost","",NA,NA
"9227","2010SDEQA1472","2010SDEQA1472","Round Valley Creek","DEQ BURP",45.117487,-116.319208,23569289,"ID17060210SL006_03","3","2022",NA,"N","Mountains","16k","Southern Forested Mountains","DEQ","NorthernRockies","Salmon",17060210,"Little Salmon","",NA,NA
"9228","2010SDEQA148","2010SDEQA148","Big Peak Creek","DEQ BURP",43.626021,-114.746366,23386929,"ID17050113SW019_03","3","2022",NA,"N","Mountains","16k","Southern Forested Mountains","DEQ","NorthernRockies","Southwest",17050113,"South Fork Boise","",NA,NA
"9229","2010SDEQA149","2010SDEQA149","Big Wood River","DEQ BURP",43.8652,-114.653048,23251577,"ID17040219SK018_03","3","2022",NA,"N","Mountains","16k","Southern Forested Mountains","DEQ","NorthernRockies","Upper Snake",17040219,"Big Wood","",NA,NA
"9230","2010SDEQA150","2010SDEQA150","Unnamed Stream","DEQ BURP",42.55457,-112.869199,23164009,"ID17040209SK009_02","1","2022",NA,"Y","PPBV","80i","Sagebrush Steppe Valleys","DEQ","NorthernXericBasin","Upper Snake",17040209,"Lake Walcott","",NA,NA
"9231","2010SDEQA151","2010SDEQA151","Jackknife Creek","DEQ BURP",43.047661,-111.134704,23133893,"ID17040105SK002_03","3","2022",NA,"N","Foothills","17o","Partly Forested Mountains","DEQ","NorthernRockies","Upper Snake",17040105,"Salt","",NA,NA
"9232","2010SDEQA152","2010SDEQA152","Goose Creek","DEQ BURP",42.030909,-114.263027,23184981,"ID17040211SK008_04","4","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","DEQ","NorthernXericBasin","Upper Snake",17040211,"Goose","",NA,NA
"9233","2010SDEQA153","2010SDEQA153","Fish Creek","DEQ BURP",43.458464,-113.792531,23266932,"ID17040221SK008_03","3","2022",NA,"Y","PPBV","16f","Foothill Shrublands-Grasslands","DEQ","NorthernRockies","Upper Snake",17040221,"Little Wood","",NA,NA
"9234","2010SDEQA154","2010SDEQA154","Deer Creek","DEQ BURP",43.559698,-114.538039,23251799,"ID17040219SK026_02","2","2022",NA,"N","Mountains","16d","Dry Partly Wooded Mountains","DEQ","NorthernRockies","Upper Snake",17040219,"Big Wood","",NA,NA
"9235","2010SDEQA155","2010SDEQA155","Grays Lake Outlet","DEQ BURP",43.24615,-111.613121,23148698,"ID17040205SK019_04","4","2022",NA,"N","PPBV","17n","Cold Valleys","DEQ","NorthernRockies","Upper Snake",17040205,"Willow","",NA,NA
"9236","2010SDEQA1553","2010SDEQA1553","Jordan Creek","DEQ BURP",43.026405,-116.80374,23360703,"ID17050108SW004_03","3","2022",NA,"N","PPBV","80j","Semiarid Uplands","DEQ","NorthernXericBasin","Southwest",17050108,"Jordan","",NA,NA
"9237","2010SDEQA156","2010SDEQA156","South Fork Rock Creek","DEQ BURP",42.373482,-112.827943,23162913,"ID17040209SK009_04","4","2022",NA,"Y","PPBV","80i","Sagebrush Steppe Valleys","DEQ","NorthernXericBasin","Upper Snake",17040209,"Lake Walcott","",NA,NA
"9238","2010SDEQA157","2010SDEQA157","Rock Creek","DEQ BURP",42.550618,-114.476141,24491022,"ID17040212SK013_05","5","2022",NA,"Y","PPBV","12i","Magic Valley","DEQ","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","",NA,NA
"9239","2010SDEQA158","2010SDEQA158","Chimney Creek","DEQ BURP",43.320725,-114.954175,23263750,"ID17040220SK019_04","4","2022",NA,"N","PPBV","12c","Camas Prairie","DEQ","NorthernXericBasin","Upper Snake",17040220,"Camas","",NA,NA
"9240","2010SDEQA159","2010SDEQA159","Big Smoky Creek","DEQ BURP",43.670444,-114.782431,23386951,"ID17050113SW019_04","4","2022",NA,"N","Mountains","16k","Southern Forested Mountains","DEQ","NorthernRockies","Southwest",17050113,"South Fork Boise","",NA,NA
"9241","2010SDEQA160","2010SDEQA160","Unnamed Stream","DEQ BURP",42.536307,-112.9118,23164093,"ID17040209SK009_03","3","2022",NA,"Y","PPBV","80i","Sagebrush Steppe Valleys","DEQ","NorthernXericBasin","Upper Snake",17040209,"Lake Walcott","",NA,NA
"9242","2010SDEQA161","2010SDEQA161","Unnamed Stream","DEQ BURP",43.655037,-114.344833,23252775,"ID17040219SK007_03","3","2022",NA,"N","PPBV","16f","Foothill Shrublands-Grasslands","DEQ","NorthernRockies","Upper Snake",17040219,"Big Wood","",NA,NA
"9243","2010SDEQA162","2010SDEQA162","Hole-In Wall Creek","DEQ BURP",43.44303,-115.072041,23389441,"ID17050113SW011_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","DEQ","NorthernRockies","Southwest",17050113,"South Fork Boise","",NA,NA
"9244","2010SDEQA163","2010SDEQA163","Dry Creek","DEQ BURP",42.347442,-114.20509,24491324,"ID17040212SK022_03","3","2022",NA,"Y","PPBV","80b","Semiarid Hills and Low Mountains","DEQ","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","",NA,NA
"9245","2010SDEQA164","2010SDEQA164","McMullen Creek","DEQ BURP",42.387548,-114.371814,24491084,"ID17040212SK015_03","3","2022",NA,"Y","PPBV","80a","Dissected High Lava Plateau","DEQ","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","",NA,NA
"9246","2010SDEQA165","2010SDEQA165","Seastem Creek","DEQ BURP",46.819533,-116.251817,23630846,"ID17060308CL033_02","2","2022",NA,"N","Mountains","15p","St. Joe Schist-Gneiss Zone","DEQ","NorthernRockies","Clearwater",17060308,"Lower North Fork Clearwater","",NA,NA
"9247","2010SDEQA166","2010SDEQA166","Unnamed Stream","DEQ BURP",42.84437,-112.609482,24560249,"ID17040206SK002_02","1","2022",NA,"Y","PPBV","80i","Sagebrush Steppe Valleys","DEQ","NorthernXericBasin","Upper Snake",17040206,"American Falls","",NA,NA
"9248","2010SDEQA167","2010SDEQA167","Raft River","DEQ BURP",42.066625,-113.530576,23174327,"ID17040210SK010_04","4","2022",NA,"Y","PPBV","80h","Saltbush-Dominated Valleys","DEQ","NorthernXericBasin","Upper Snake",17040210,"Raft","",NA,NA
"9249","2010SDEQA168","2010SDEQA168","North Fork Mica Creek","DEQ BURP",47.598991,-116.924837,24379089,"ID17010303PN004_02","2","2022",NA,"Y","Foothills","15v","Northern Idaho Hills and Low Relief Mountains","DEQ","NorthernRockies","Panhandle",17010303,"Coeur d Alene Lake","",NA,NA
"9250","2010SDEQA1685","2010SDEQA1685","Corral Creek","DEQ BURP",42.940185,-111.741582,24479109,"ID17040207SK006_04","4","2022",NA,"Y","PPBV","80i","Sagebrush Steppe Valleys","DEQ","NorthernXericBasin","Upper Snake",17040207,"Blackfoot","",NA,NA
"9251","2010SDEQA169","2010SDEQA169","Junction Creek","DEQ BURP",47.10851,-115.530064,23005767,"ID17010304PN045_02","1","2022",NA,"N","Mountains","15p","St. Joe Schist-Gneiss Zone","DEQ","NorthernRockies","Panhandle",17010304,"St. Joe","",NA,NA
"9252","2010SDEQA170","2010SDEQA170","Slate Creek","DEQ BURP",47.264004,-115.937503,23005003,"ID17010304PN062_03","3","2022",NA,"N","Mountains","15p","St. Joe Schist-Gneiss Zone","DEQ","NorthernRockies","Panhandle",17010304,"St. Joe","",NA,NA
"9253","2010SDEQA1701","2010SDEQA1701","Stump Creek","DEQ BURP",42.868524,-111.165977,23134185,"ID17040105SK006_03","3","2022",NA,"N","Foothills","17o","Partly Forested Mountains","DEQ","NorthernRockies","Upper Snake",17040105,"Salt","",NA,NA
"9254","2010SDEQA171","2010SDEQA171","Glad Creek","DEQ BURP",48.361546,-116.076943,22877711,"ID17010101PN005_02","2","2022",NA,"N","Mountains","15q","Purcell-Cabinet-North Bitterroot Mountains","DEQ","NorthernRockies","Panhandle",17010101,"Middle Kootenai","",NA,NA
"9255","2010SDEQA172","2010SDEQA172","Unnamed Stream","DEQ BURP",43.526554,-114.322527,23254627,"ID17040219SK007_05","5","2022",NA,"N","PPBV","12c","Camas Prairie","DEQ","NorthernXericBasin","Upper Snake",17040219,"Big Wood","",NA,NA
"9256","2010SDEQA173","2010SDEQA173","Fall Creek","DEQ BURP",48.571758,-116.427563,22904767,"ID17010104PN021_03","3","2022",NA,"N","Foothills","15u","Inland Maritime Foothills and Valleys","DEQ","NorthernRockies","Panhandle",17010104,"Lower Kootenai","",NA,NA
"9257","2010SDEQA174","2010SDEQA174","Muldoon Creek","DEQ BURP",43.519859,-113.947172,23267156,"ID17040221SK014_03","3","2022",NA,"N","PPBV","16f","Foothill Shrublands-Grasslands","DEQ","NorthernRockies","Upper Snake",17040221,"Little Wood","",NA,NA
"9258","2010SDEQA175","2010SDEQA175","Benewah Creek","DEQ BURP",47.25462,-116.754361,23003827,"ID17010304PN004_03T","3","2022",NA,"N","Foothills","15v","Northern Idaho Hills and Low Relief Mountains","DEQ","NorthernRockies","Panhandle",17010304,"St. Joe","",NA,NA
"9259","2010SDEQA176","2010SDEQA176","Marsh Creek","DEQ BURP",42.525135,-113.530051,23163019,"ID17040209SK003_04","4","2022",NA,"N","PPBV","12i","Magic Valley","DEQ","NorthernXericBasin","Upper Snake",17040209,"Lake Walcott","",NA,NA
"9260","2010SDEQA177","2010SDEQA177","Unnamed Stream","DEQ BURP",47.127244,-116.041465,23006643,"ID17010304PN036_02","1","2022",NA,"N","Mountains","15p","St. Joe Schist-Gneiss Zone","DEQ","NorthernRockies","Panhandle",17010304,"St. Joe","",NA,NA
"9261","2010SDEQA178","2010SDEQA178","Hopeful Creek","DEQ BURP",46.69195,-114.674391,23588792,"ID17060303CL039_03","3","2022",NA,"N","Mountains","16b","Lochsa Uplands","DEQ","NorthernRockies","Clearwater",17060303,"Lochsa","",NA,NA
"9262","2010SDEQA179","2010SDEQA179","Island Creek","DEQ BURP",46.056794,-115.436231,23582019,"ID17060302CL006_02a","2","2022",NA,"N","Mountains","16c","Lochsa-Selway-Clearwater Canyons","DEQ","NorthernRockies","Clearwater",17060302,"Lower Selway","",NA,NA
"9263","2010SDEQA1790","2010SDEQA1790","South Fork Elk Creek","DEQ BURP",45.131982,-115.501582,23551834,"ID17060208SL034_02","2","2022",NA,"N","Mountains","16j","Hot Dry Canyons","DEQ","NorthernRockies","Salmon",17060208,"South Fork Salmon","",NA,NA
"9264","2010SDEQA180","2010SDEQA180","Little Smoky Creek","DEQ BURP",43.600029,-114.857017,23389049,"ID17050113SW018_04","4","2022",NA,"N","Mountains","16k","Southern Forested Mountains","DEQ","NorthernRockies","Southwest",17050113,"South Fork Boise","",NA,NA
"9265","2010SDEQA181","2010SDEQA181","Unnamed Stream","DEQ BURP",46.543457,-116.659721,23608790,"ID17060306CL043_02","1","2022",NA,"N","Foothills","15j","Lower Clearwater Canyons","DEQ","NorthernRockies","Clearwater",17060306,"Clearwater","",NA,NA
"9266","2010SDEQA182","2010SDEQA182","Little Wood River","DEQ BURP",43.06936,-114.091809,23267386,"ID17040221SK002_05","5","2022",NA,"Y","PPBV","12g","Eastern Snake River Basalt Plains","DEQ","NorthernXericBasin","Upper Snake",17040221,"Little Wood","",NA,NA
